"","990
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
024","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","38","",".",".",".",".",".",".",".","73.7","2.6",".",".","18.4",".",".","5.3","."
"F&W ECOL
396","Dept. Total","407","3.470","49.1","13.0","14.5","5.7","4.2","0.7","0.2","9.3","0.2",".",".","1.7","0.2","0.5","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.824","77.1","11.4","2.9","5.7",".",".",".",".",".",".",".",".",".","2.9",".","."
"Sophomore","","45","3.850","84.4","6.7","4.4","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","79","3.235","44.3","8.9","26.6","7.6","10.1","2.5",".",".",".",".",".",".",".",".",".","."
"Senior","","136","3.300","41.2","18.4","22.8","8.1","5.9","0.7","0.7","1.5",".",".",".",".",".","0.7",".","."
"Undergraduates","","295","3.408","52.9","13.2","18.6","7.1","5.4","1.0","0.3","0.7",".",".",".",".",".","0.7",".","."
"Special","","10","3.654","40.0","30.0",".","10.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"Graduate","","102","3.757","39.2","10.8","3.9","1.0","1.0",".",".","33.3","1.0",".",".","6.9","1.0",".","2.0","."
"","Dept. Total","407","3.470","49.1","13.0","14.5","5.7","4.2","0.7","0.2","9.3","0.2",".",".","1.7","0.2","0.5","0.5","."
