"TERM : 1024","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2001-2002","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"TRANSPORTATION AND PUBLIC Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Public Utilities","325
001
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Energy Economics","671
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Public Utilities","725
001
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"TRAN P U
243","11
Dept. Total","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Senior","5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 67 of 392"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
