"International Real Estate","730
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Multinational Bus Finance","745
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intl Operations: Probs&Adm","755
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"INTL BUS
235","Dept. Total","469","3.163","33.0","19.0","17.9","18.3","9.6","0.4","0.4","0.9","",".",".","",".","",".","",".","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"235
INTL BUS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.658","14.3",".","42.9","14.3","28.6",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","138","3.104","33.3","13.0","20.3","20.3","11.6","1.4",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","149","3.055","30.2","18.1","16.1","24.2","10.1",".","1.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","152","3.279","34.2","23.7","17.8","13.8","7.2",".",".","2.6","",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","446","3.139","32.3","18.2","18.4","19.3","9.9","0.4","0.4","0.9","",".",".","",".","",".","",".","0.2",".","."
"Special","","4","3.000",".","50.0",".",".","25.0",".",".",".","",".",".","",".","",".","",".",".","25.0","."
"Graduate","","17","3.706","52.9","35.3","11.8",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","469","3.163","33.0","19.0","17.9","18.3","9.6","0.4","0.4","0.9","",".",".","",".","",".","",".","0.2","0.2","."
