"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","565","3.814","74.2","14.2","8.3","0.4","1.1","",".","0.5","0.5","",".",".","",".","",".","0.5","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.719","70.0","13.3","13.3",".","3.3","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","85","3.713","64.7","15.3","15.3","1.2","1.2","",".",".","1.2","",".",".","",".","",".",".","1.2",".","."
"Junior","","108","3.800","73.1","14.8","8.3",".","2.8","",".",".",".","",".",".","",".","",".",".","0.9",".","."
"Senior","","184","3.783","72.3","16.8","8.2","0.5","0.5","",".","1.6",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","407","3.769","70.8","15.7","10.1","0.5","1.5","",".","0.7","0.2","",".",".","",".","",".",".","0.5",".","."
"Special","","36","3.858","77.8","16.7","5.6",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","121","3.920","84.3","8.3","3.3",".",".","",".",".","1.7","",".",".","",".","",".","2.5",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","565","3.814","74.2","14.2","8.3","0.4","1.1","",".","0.5","0.5","",".",".","",".","",".","0.5","0.4",".","."
