"","999
075","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
114","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Readng & Rsch-Accountng PhD","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"ACCT I S
232","Dept. Total","1974","3.201","28.8","20.0","31.1","5.9","9.4","2.9","1.0","0.8","",".",".","",".","0.1","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","2.446","10.7","12.5","39.3","1.8","10.7","14.3","10.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","412","2.983","23.3","11.2","40.3","3.4","16.0","4.6","1.2",".","",".",".","",".",".",".",".",".","."
"Junior","","550","3.056","20.5","18.5","36.9","8.7","11.1","3.3","0.7",".","",".",".","",".",".","0.2",".",".","."
"Senior","","613","3.359","34.4","21.9","25.1","7.2","8.0","1.8","0.5","1.1","",".",".","",".",".",".",".",".","."
"Undergraduates","","1631","3.141","26.1","17.7","33.4","6.6","11.2","3.4","1.1","0.4","",".",".","",".",".","0.1",".",".","."
"Special","","27","2.875","11.1","18.5","44.4","11.1","7.4","3.7","3.7",".","",".",".","",".",".",".",".",".","."
"Graduate","","314","3.604","43.9","31.8","17.8","1.9","0.6",".",".","2.5","",".",".","",".","0.3","0.3","0.6",".","."
"Prof Yr 3","","2","3.400","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","3.400","50.0",".","50.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1974","3.201","28.8","20.0","31.1","5.9","9.4","2.9","1.0","0.8","",".",".","",".","0.1","0.1","0.1",".","."
