"","999
049","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
067","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","29","3.972","93.1","3.4","3.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"SOC WORK
896","Dept. Total","1471","3.581","57.4","18.1","15.0","3.1","2.9","0.6","0.5","1.6","",".",".","",".","0.3","0.2","0.1","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","1.765","20.0",".",".","20.0","20.0","20.0","20.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","100","2.818","16.0","19.0","27.0","19.0","12.0","3.0","3.0","1.0","",".",".","",".",".",".",".",".","."
"Junior","","200","3.272","30.5","25.5","30.0","5.5","6.5","1.0","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","","346","3.496","43.4","22.5","23.7","2.6","4.3","0.9","0.3","1.7","",".",".","",".",".","0.3","0.3",".","."
"Undergraduates","","651","3.296","35.0","22.7","26.0","6.1","6.3","1.4","1.1","1.1","",".",".","",".",".","0.2","0.2",".","."
"Special","","25","3.354","12.0","8.0","8.0","4.0",".",".",".","44.0","",".",".","",".",".","4.0",".","4.0","16.0"
"Graduate","","783","3.870","77.8","14.4","5.7","0.5","0.1",".",".","0.6","",".",".","",".","0.6","0.1",".",".","."
"Prof Yr 2","","3","3.438","33.3","33.3","33.3",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","9","3.444","33.3","22.2","44.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","12","3.443","33.3","25.0","41.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1471","3.581","57.4","18.1","15.0","3.1","2.9","0.6","0.5","1.6","",".",".","",".","0.3","0.2","0.1","0.1","0.3"
