"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","11053","3.252","35.4","19.7","18.1","8.5","7.1","1.2","1.0","5.6","0.0","0.4","0.0","2.5","0.3","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","413","3.077","29.5","24.0","16.0","17.2","7.0","1.0","2.4","0.2",".","2.2","0.2",".",".","0.2",".","."
"Sophomore","","1189","3.052","32.5","19.7","21.1","12.4","10.2","1.5","1.3","0.1",".","1.2",".",".",".",".",".","."
"Junior","","2130","2.986","27.2","20.5","23.2","12.3","11.8","2.4","2.3",".",".","0.1","0.0",".",".","0.1",".","."
"Senior","","4544","3.252","36.0","22.6","21.5","9.2","8.0","1.3","0.7","0.2",".","0.1",".","0.0","0.1","0.0","0.1","."
"Undergraduates","","8276","3.150","32.9","21.7","21.6","10.8","9.2","1.6","1.3","0.2",".","0.4","0.0","0.0","0.1","0.1","0.0","."
"Special","","155","3.500","48.4","14.8","12.3","7.7","2.6",".","1.9","5.8",".","0.6",".","0.6","4.5",".","0.6","."
"Graduate","","2775","3.711","40.9","12.6","7.0","1.1","0.5","0.1","0.1","21.7","0.1","4.8",".","9.8","0.8","0.1","0.3","."
"","College Total","11206","3.252","35.1","19.4","17.9","8.4","7.0","1.2","1.0","5.6","0.0","1.5","0.0","2.4","0.3","0.1","0.1","."
