"ALS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing Biology","151
001","","35","",".",".",".",".",".","",".","",".","",".","",".","","100.0",".","",".","",".","",".",".","."
"Undergrad Research Experience","250
001","","11","3.839","81.8","9.1","9.1",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","375
001","","13","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"INTER-AG
494","Dept. Total","","59","3.890","37.3","1.7","1.7",".","",".","",".","",".","",".","",".","59.3","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","19","4.000","57.9",".",".",".","",".","",".","",".","",".","",".","42.1","",".","",".","",".",".",".","."
"Sophomore","","","30","3.735","16.7","3.3","3.3",".","",".","",".","",".","",".","",".","76.7","",".","",".","",".",".",".","."
"Junior","","","6","4.000","33.3",".",".",".","",".","",".","",".","",".","",".","66.7","",".","",".","",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","56","3.882","33.9","1.8","1.8",".","",".","",".","",".","",".","",".","62.5","",".","",".","",".",".",".","."
"Graduate","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","59","3.890","37.3","1.7","1.7",".","",".","",".","",".","",".","",".","59.3","",".","",".","",".",".",".","."
