"L&S","","","","","","","","","","","","","","","","","","","","",""
"","E ASIAN LANGUAGES & LITERA Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Chinese","102","001","","39","3.263","33.3","20.5","30.8",".","10.3",".","2.6","2.6",".",".",".",".",".",".",".","."
"Second Semester Japanese","104","001","","75","3.035","18.7","18.7","29.3","17.3","8.0","4.0",".","1.3","1.3",".",".",".",".",".","1.3","."
"Elementary Korean","106","001","","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Chinese","121","001","","39","3.529","38.5","30.8","12.8",".","2.6","2.6",".","12.8",".",".",".",".",".",".",".","."
"","123","001","","23","3.553","34.8","30.4","8.7","8.7",".",".",".","17.4",".",".",".",".",".",".",".","."
"","123","002","","21","3.526","42.9","28.6","14.3",".",".","4.8",".","9.5",".",".",".",".",".",".",".","."
"Elementary Japanese","","Course Total","","44","3.539","38.6","29.5","11.4","4.5",".","2.3",".","13.6",".",".",".",".",".",".",".","."
"Fourth Semester Chinese","202","001","","16","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Japanese","204","001","","26","3.019","7.7","38.5","26.9","19.2","3.8",".","3.8",".",".",".",".",".",".",".",".","."
"Intro-Japanese Culture&Civ","253","001","","63","3.185","14.3","25.4","49.2","7.9",".",".","1.6",".",".",".",".",".",".",".","1.6","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","","7","3.143","28.6",".","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","299","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Humanities Topics in EAS","300","001","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Sixth Semester Chinese","302","001","","20","3.579","50.0","30.0","10.0",".",".","5.0",".","5.0",".",".",".",".",".",".",".","."
"Sixth Semester Japanese","304","001","","10","3.300","30.0","40.0","20.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Second Semester Chinese","312","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Chinese","318","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Yr Classical Chinese","322","001","","23","3.391","26.1","34.8","34.8",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Elementary Korean","326","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Japanese","328","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Microcomptr Appl-Chinese St","334","001","","6","3.333","50.0","16.7",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Hist-Modern China 1911-1949","338","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Classic Chinese-Non-Majors","342","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Korean","346","001","","9","3.125","22.2","44.4",".",".","11.1","11.1",".",".",".",".",".",".",".",".","11.1","."
"Introduction to Taoism","350","001","","11","3.471","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Survey-Chinese Literature","352","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Japanese Literature","354","001","","12","3.417","25.0","41.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Arts of China","355","001","","11","2.729","9.1","9.1","27.3","27.3","27.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Confucianism","363","001","","13","3.167","38.5",".","46.2",".",".",".","7.7",".",".",".",".",".",".",".",".","7.7"
"Intermed Tech Japanese II","375","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Eighth Semester Chinese","402","001","","14","3.500","28.6","50.0","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Eighth Semester Japanese","404","001","","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Japanese Linguistics","434","001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Meth-Buddhist Stdy","504","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Chinese Language","631","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Chinese Language","632","001","","9","4.000","44.4",".",".",".",".",".",".",".",".",".",".",".","55.6",".",".","."
"History-Chinese Literature","652","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 194 of 392",""
