"TERM : 1024","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2001-2002","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","699","3.379","37.8","23.3","22.9","6.9","6.0","0.7","0.1","1.3","0.1",".","",".","0.6","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.750",".",".","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","117","3.174","20.5","27.4","31.6","6.8","10.3","1.7",".",".","0.9",".","",".",".","",".","0.9",".","."
"Senior","","289","3.199","26.0","22.5","30.4","9.3","9.7","1.0","0.3","0.3",".",".","",".",".","",".","0.3",".","."
"Undergraduates","","408","3.189","24.3","23.8","30.9","8.8","9.8","1.2","0.2","0.2","0.2",".","",".",".","",".","0.5",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".","",".",".","",".",".",".","."
"Graduate","","285","3.691","56.5","23.2","11.9","3.9","0.7",".",".","2.5",".",".","",".","1.4","",".",".",".","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.100","50.0",".",".","50.0",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","699","3.379","37.8","23.3","22.9","6.9","6.0","0.7","0.1","1.3","0.1",".","",".","0.6","",".","0.3",".","."
