"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","101
001","23","3.196","52.2","13.0","13.0","8.7",".","4.3","8.7",".",".",".",".",".",".",".",".","."
"","101
003","25","2.380","8.0","8.0","24.0","20.0","20.0","16.0","4.0",".",".",".",".",".",".",".",".","."
"","004
101","24","1.750",".",".","20.8","8.3","29.2","33.3","8.3",".",".",".",".",".",".",".",".","."
"","101
006","24","2.458","12.5","12.5","25.0","4.2","25.0","16.7","4.2",".",".",".",".",".",".",".",".","."
"","101
008","17","2.324","5.9","5.9","23.5","23.5","23.5","11.8","5.9",".",".",".",".",".",".",".",".","."
"Intermediate Algebra","Course Total","113","2.420","15.9","8.0","21.2","12.4","19.5","16.8","6.2",".",".",".",".",".",".",".",".","."
"","112
001","9","1.222",".",".","11.1",".","11.1","66.7","11.1",".",".",".",".",".",".",".",".","."
"","112
005","20","2.150","10.0","5.0","20.0","5.0","35.0","15.0","10.0",".",".",".",".",".",".",".",".","."
"","006
112","16","2.250","18.8",".","12.5","12.5","37.5","6.3","12.5",".",".",".",".",".",".",".",".","."
"","112
010","22","2.341","9.1","4.5","22.7",".","54.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"","011
112","22","2.273","18.2",".","27.3",".","27.3","18.2","9.1",".",".",".",".",".",".",".",".","."
"","014
112","21","2.595","28.6","9.5","19.0","4.8","14.3","14.3","9.5",".",".",".",".",".",".",".",".","."
"","015
112","24","2.125",".","8.3","20.8","8.3","45.8","8.3","8.3",".",".",".",".",".",".",".",".","."
"","019
112","26","2.346","19.2","3.8","15.4","3.8","38.5","11.5","7.7",".",".",".",".",".",".",".",".","."
"","020
112","23","1.905","4.3","8.7","13.0",".","34.8","17.4","13.0",".",".",".",".",".",".","4.3",".","4.3"
"","112
023","18","2.000","11.1",".","16.7",".","44.4","16.7","11.1",".",".",".",".",".",".",".",".","."
"","112
024","18","1.778","11.1",".","11.1",".","44.4","11.1","22.2",".",".",".",".",".",".",".",".","."
"","026
112","14","2.321","14.3","7.1","14.3",".","50.0","7.1","7.1",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","233","2.158","12.4","4.3","17.6","3.0","37.3","14.2","10.3",".",".",".",".",".",".","0.4",".","0.4"
"","113
001","21","2.119","4.8","4.8","23.8","9.5","33.3","14.3","9.5",".",".",".",".",".",".",".",".","."
"","113
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","113
004","14","2.346","7.1","7.1","14.3","28.6","21.4","7.1","7.1",".",".",".",".",".",".","7.1",".","."
"","005
113","21","2.214","9.5","4.8","9.5","19.0","38.1","14.3","4.8",".",".",".",".",".",".",".",".","."
"","113
009","21","1.900","4.8","9.5","14.3","9.5","19.0","23.8","14.3","4.8",".",".",".",".",".",".",".","."
"","010
113","22","2.591","18.2","4.5","22.7","13.6","31.8","4.5","4.5",".",".",".",".",".",".",".",".","."
"","113
011","18","2.694","16.7","5.6","27.8","11.1","33.3","5.6",".",".",".",".",".",".",".",".",".","."
"","113
015","23","2.261","13.0",".","26.1","8.7","30.4","13.0","8.7",".",".",".",".",".",".",".",".","."
"","113
016","23","2.239","8.7","8.7","21.7","13.0","21.7","17.4","8.7",".",".",".",".",".",".",".",".","."
"","113
017","22","2.386","4.5","13.6","31.8","9.1","22.7","9.1","9.1",".",".",".",".",".",".",".",".","."
"","113
019","19","2.474","15.8","15.8","21.1","5.3","21.1","10.5","10.5",".",".",".",".",".",".",".",".","."
"","113
020","25","2.840","20.0","8.0","32.0","16.0","16.0","8.0",".",".",".",".",".",".",".",".",".","."
"","021
113","15","2.633","26.7",".","26.7","20.0","6.7","13.3","6.7",".",".",".",".",".",".",".",".","."
"","113
022","8","2.688","12.5","12.5","25.0",".","50.0",".",".",".",".",".",".",".",".",".",".","."
"","113
024","18","2.333","16.7",".","22.2","11.1","27.8","16.7","5.6",".",".",".",".",".",".",".",".","."
"","113
025","17","2.156","11.8",".","17.6","17.6","23.5","11.8","11.8",".",".",".",".",".",".",".",".","5.9"
"","113
029","18","2.194","5.6",".","38.9","16.7","11.1","16.7","11.1",".",".",".",".",".",".",".",".","."
"","113
030","23","2.174",".","4.3","30.4","13.0","34.8","8.7","8.7",".",".",".",".",".",".",".",".","."
"","113
033","21","2.750","19.0","4.8","33.3","14.3","14.3","4.8","4.8",".",".",".",".",".",".","4.8",".","."
"","113
037","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Trigonometry","Course Total","356","2.382","12.1","5.6","24.2","12.9","25.3","11.5","7.0","0.3",".",".",".",".",".","0.8",".","0.3"
"Algebra and Trigonometry","001
114","68","2.324","10.3","8.8","16.2","14.7","32.4","10.3","7.4",".",".",".",".",".",".",".",".","."
"","130
001","27","2.981","29.6",".","37.0","3.7","29.6",".",".",".",".",".",".",".",".",".",".","."
"","130
002","21","2.833","19.0","14.3","19.0","19.0","23.8","4.8",".",".",".",".",".",".",".",".",".","."
"","003
130","26","2.942","19.2","19.2","26.9","15.4","15.4",".","3.8",".",".",".",".",".",".",".",".","."
"","130
005","27","3.500","40.7","33.3","11.1","14.8",".",".",".",".",".",".",".",".",".",".",".","."
