"","699
019","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
023","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
033","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"E P D
348","Dept. Total","786","3.660","60.7","19.1","12.7","4.3","1.1","0.1","0.6","0.3","",".","0.1","",".","",".","0.5","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","154","3.358","40.9","26.0","16.2","12.3","1.9",".","2.6",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","147","3.605","53.7","20.4","21.1","4.1",".",".",".","0.7","",".",".","",".","",".",".",".",".","."
"Junior","","73","3.700","60.3","20.5","12.3","2.7","1.4",".",".",".","",".",".","",".","",".",".","2.7",".","."
"Senior","","243","3.601","59.3","21.8","13.6","2.5","1.2","0.4","0.4","0.4","",".",".","",".","",".",".",".","0.4","."
"Undergraduates","","617","3.559","53.5","22.4","15.9","5.3","1.1","0.2","0.8","0.3","",".",".","",".","",".",".","0.3","0.2","."
"Special","","13","3.690","53.8",".",".","7.7","7.7",".",".",".","",".","7.7","",".","",".","23.1",".",".","."
"Graduate","","156","3.934","89.7","7.7","1.3",".","0.6",".",".",".","",".",".","",".","",".","0.6",".",".","."
"","Dept. Total","786","3.660","60.7","19.1","12.7","4.3","1.1","0.1","0.6","0.3","",".","0.1","",".","",".","0.5","0.3","0.1","."
