"","990
066","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"Seminar in Genetics","993
001","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Work","999
005","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MD GENET
616","Dept. Total","519","3.823","72.6","16.8","7.3","1.5","0.4","0.2","",".","1.0","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","37","3.891","81.1","16.2","2.7",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","49","3.896","87.8","8.2","2.0",".","2.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","223","3.911","89.2","6.3","2.7","0.4","0.4","0.4","",".",".","",".",".","",".","",".","",".","0.4",".","."
"Undergraduates","","312","3.907","88.1","7.7","2.6","0.3","0.6","0.3","",".",".","",".",".","",".","",".","",".","0.3",".","."
"Special","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","58","3.966","84.5","6.9",".",".",".",".","",".","8.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","143","3.542","35.7","40.6","20.3","3.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","4","2.875",".","25.0","25.0","50.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","147","3.524","34.7","40.1","20.4","4.8",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","519","3.823","72.6","16.8","7.3","1.5","0.4","0.2","",".","1.0","",".",".","",".","",".","",".","0.2",".","."
