"FRENCH (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"","101
001","16","3.500","56.3","25.0","6.3",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","101
002","15","3.433","26.7","60.0","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"","003
101","15","3.269","33.3","13.3","26.7","6.7",".","6.7",".","6.7",".",".",".",".",".","6.7",".","."
"","101
004","14","3.038","21.4","28.6","21.4","7.1","7.1",".","7.1","7.1",".",".",".",".",".",".",".","."
"","101
006","17","3.765","76.5","5.9","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","101
007","18","3.472","50.0","27.8",".","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","008
101","17","3.719","52.9","29.4","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","009
101","15","3.393","33.3","26.7","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","6.7"
"","101
010","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester French","Course Total","140","3.493","46.4","26.4","12.9","4.3","3.6","2.1","0.7","2.1",".",".",".",".",".","0.7",".","0.7"
"","102
002","19","3.000","10.5","36.8","10.5","26.3","15.8",".",".",".",".",".",".",".",".",".",".","."
"","102
004","23","3.543","39.1","39.1","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","21","3.275","19.0","47.6","9.5","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".","."
"","008
102","23","3.109","30.4","8.7","26.1","30.4",".","4.3",".",".",".",".",".",".",".",".",".","."
"","009
102","19","3.139","21.1","36.8","26.3",".",".","5.3","5.3","5.3",".",".",".",".",".",".",".","."
"","102
010","17","2.941","23.5","17.6","29.4","17.6",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"Second Semester French","Course Total","122","3.183","24.6","31.1","18.9","16.4","2.5","3.3","1.6","1.6",".",".",".",".",".",".",".","."
"Second Sem French Honors","182
001","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","14","3.071",".","50.0","35.7","7.1",".","7.1",".",".",".",".",".",".",".",".",".","."
"","002
203","15","3.000","26.7","33.3","6.7","6.7","13.3","13.3",".",".",".",".",".",".",".",".",".","."
"","203
004","20","3.525","45.0","25.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","203
005","17","3.088","17.6","35.3","17.6","5.9","23.5",".",".",".",".",".",".",".",".",".",".","."
"","203
007","8","3.188","12.5","37.5","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Third Semester French","Course Total","74","3.196","23.0","35.1","23.0","4.1","10.8","4.1",".",".",".",".",".",".",".",".",".","."
"","204
001","18","3.306","16.7","38.9","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","22","3.182","9.1","45.5","22.7","18.2","4.5",".",".",".",".",".",".",".",".",".",".","."
"","003
204","16","2.813","6.3","18.8","25.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"","204
004","25","3.360","20.0","56.0","8.0","8.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","204
005","20","3.395","35.0","25.0","20.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","204
006","17","3.063","11.8","41.2","23.5","5.9",".","11.8",".","5.9",".",".",".",".",".",".",".","."
"","008
204","16","2.781","6.3","12.5","37.5","18.8","25.0",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester French","Course Total","134","3.155","15.7","35.8","23.1","14.2","8.2","1.5",".","1.5",".",".",".",".",".",".",".","."
"","227
001","20","3.625","65.0","25.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","227
002","11","3.650","45.5","27.3","18.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","227
003","18","3.528","27.8","55.6","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","227
004","22","3.386","22.7","36.4","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","227
005","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Language & Culture","Course Total","86","3.565","40.7","39.5","15.1","2.3",".",".","1.2","1.2",".",".",".",".",".",".",".","."
"","228
001","10","3.536","30.0","30.0","10.0","10.0",".",".",".","20.0",".",".",".",".",".",".",".","."
"","228
002","12","3.382","16.7","50.0","16.7","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"","228
004","14","3.719","57.1","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Language & Culture","Course Total","36","3.561","36.1","38.9","8.3","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"","271
001","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
271","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
004","13","3.231","38.5","30.8","15.4",".","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 208 of 392",""
