"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","",""
"","101
001","71","3.243","22.5","28.2","31.0","11.3","4.2","1.4",".",".",".",".",".",".",".","1.4",".","."
"","002
101","72","2.910","15.3","20.8","26.4","16.7","16.7","2.8","1.4",".",".",".",".",".",".",".",".","."
"","003
101","75","3.500","33.3","38.7","22.7","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","101
004","91","3.211","17.6","38.5","26.4","12.1","1.1","1.1","2.2","1.1",".",".",".",".",".",".",".","."
"","101
005","67","2.873","16.4","25.4","14.9","20.9","14.9","6.0","1.5",".",".",".",".",".",".",".",".","."
"","006
101","48","2.813","22.9","8.3","29.2","12.5","16.7","8.3","2.1",".",".",".",".",".",".",".",".","."
"Introduction to Philosophy","Course Total","424","3.117","21.2","28.3","25.0","13.0","8.0","2.8","1.2","0.2",".",".",".",".",".","0.2",".","."
"","001
210","138","3.180","23.9","17.4","39.9","9.4","6.5","0.7","0.7","0.7",".",".",".",".",".","0.7",".","."
"","002
210","79","2.599","11.4","15.2","22.8","11.4","24.1","6.3","5.1","2.5",".",".",".",".",".","1.3",".","."
"Reason in Communication","Course Total","217","2.972","19.4","16.6","33.6","10.1","12.9","2.8","2.3","1.4",".",".",".",".",".","0.9",".","."
"","211
001","104","3.260","39.4","26.0","13.5","4.8","4.8","2.9","4.8","1.9",".",".",".",".",".","1.0",".","1.0"
"","211
002","57","3.661","68.4","17.5","5.3",".","3.5","1.8","1.8","1.8",".",".",".",".",".",".",".","."
"","003
211","83","3.198","36.1","16.9","22.9","9.6","7.2","1.2","3.6",".",".",".",".",".",".","2.4",".","."
"","211
004","13","3.000","38.5","7.7","15.4","7.7",".","7.7","7.7","15.4",".",".",".",".",".",".",".","."
"Elementary Logic","Course Total","257","3.319","44.7","20.2","14.8","5.4","5.1","2.3","3.9","1.9",".",".",".",".",".","1.2",".","0.4"
"","001
241","52","3.637","46.2","36.5","13.5",".","1.9",".",".","1.9",".",".",".",".",".",".",".","."
"","241
002","77","3.274","26.0","15.6","42.9","5.2","5.2",".",".","3.9",".",".",".",".","1.3",".",".","."
"Introductory Ethics","Course Total","129","3.423","34.1","24.0","31.0","3.1","3.9",".",".","3.1",".",".",".",".","0.8",".",".","."
"Art and Society","001
254","75","3.657","53.3","22.7","12.0","4.0","1.3",".",".","4.0",".",".",".",".",".","2.7",".","."
"Intro-Philos of Religion","261
001","50","3.223","30.0","20.0","18.0","18.0","6.0","2.0",".","6.0",".",".",".",".",".",".",".","."
"","341
001","72","3.360","29.2","33.3","22.2","4.2","2.8","1.4","1.4","4.2",".",".",".",".",".",".","1.4","."
"","091
341","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
093","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
094","19","3.553","31.6","57.9",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","341
095","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
096","20","3.632","45.0","30.0","20.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Contemporary Moral Issues","Course Total","163","3.563","42.9","35.0","13.5","3.1","1.2","0.6","0.6","2.5",".",".",".",".",".",".","0.6","."
"Hist of Ancient Philosophy","430
001","51","3.353","25.5","33.3","29.4","9.8","2.0",".",".",".",".",".",".",".",".",".",".","."
"History-Modern Philosophy","432
001","58","2.912","19.0","15.5","24.1","19.0","17.2","1.7","1.7",".",".",".",".",".",".",".","1.7","."
"Environmental Ethics","441
001","45","3.291","31.1","26.7","17.8","11.1","6.7","2.2",".","4.4",".",".",".",".",".",".",".","."
"Classical Philosophers","454
001","18","3.735","55.6","27.8","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Classical Philosophers","464
001","42","3.324","14.3","42.9","19.0","9.5","2.4",".",".","9.5",".",".",".",".",".",".",".","2.4"
"Junior Honors Seminar","481
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Philosophy of Religion","501
001","44","2.872","13.6","13.6","36.4","6.8","25.0","2.3",".",".",".",".",".",".","2.3",".",".","."
"Symbolic Logic","511
001","13","3.038","30.8","15.4","15.4","7.7","30.8",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics Phil of Lang","517
001","10","3.313","50.0","10.0","10.0",".",".",".","10.0","10.0",".",".",".",".",".","10.0",".","."
"Freedom Fate and Choice","530
001","22","3.591","50.0","22.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Ethical Theories","541
001","21","3.310","14.3","42.9","33.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","543
001","16","3.439","37.5","18.8","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","543
002","14","3.182","7.1","14.3","57.1",".",".",".",".","14.3",".",".",".",".",".",".","7.1","."
"Special Topics in Ethics","Course Total","30","3.335","23.3","16.7","46.7","3.3",".",".",".","6.7",".",".",".",".",".",".","3.3","."
"Philos of Moral Education","001
550","22","3.119","27.3","31.8","18.2","9.1",".",".","9.1",".",".",".",".",".",".","4.5",".","."
"Philosophy of Mind","551
001","20","3.118","10.0","25.0","35.0","5.0","10.0",".",".","10.0",".",".",".",".",".",".","5.0","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 267 of 392",""
