"TERM : 1024","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2001-2002","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","1119","3.279","30.7","22.3","25.8","11.1","5.3","1.9","0.1","2.1","",".",".","",".","",".","0.1","0.3","0.2","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","246","3.120","27.6","15.9","29.7","14.6","7.3","4.5",".","0.4","",".",".","",".","",".",".",".",".","."
"Senior","475","3.117","21.7","19.6","30.3","15.8","7.8","1.9","0.2","2.3","",".",".","",".","",".",".","0.4",".","."
"Undergraduates","726","3.123","24.0","18.5","29.9","15.3","7.6","2.8","0.1","1.7","",".",".","",".","",".",".","0.3",".","."
"Special","37","3.189","32.4","13.5","27.0","18.9","5.4","2.7",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","355","3.616","44.5","31.0","17.5","1.7","0.6",".",".","3.4","",".",".","",".","",".",".","0.3","0.6","0.6"
"Prof Yr 2","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","100.0",".",".","."
"Professionals","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","100.0",".",".","."
"Dept. Total","1119","3.279","30.7","22.3","25.8","11.1","5.3","1.9","0.1","2.1","",".",".","",".","",".","0.1","0.3","0.2","0.2"
