"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Seminar-Art","Course Total","","38","4.000","97.4",".",".",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","058","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","17","3.953","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","010","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","090","","6","3.808","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","50","3.976","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"944","031","","8","3.722","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","10","3.737","70.0",".","20.0",".",".",".",".",".",".",".",".","10.0",".",".",".","."
"996","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","011","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","38","3.988","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 75 of 392"
