"EDU","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Emplymnt/El&Sec Schl Pupils","313","001","","32","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","702","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","702","002","","21","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Elem & Sec Educ Admin","","Course Total","","36","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Serv&Divrsty-El/Scndry","735","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Admin Stdt Serv-Higher Educ","736","001","","15","3.643","40.0","40.0","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Facilitating Adult Learning","742","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gov&Admin-Ed for Work Prgms","750","001","","19","3.944","89.5",".","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Issues in Educ Policy Analysis","765","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sch-Com Rel:Commun,Mrkt,Pol","770","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prblms-Coll&Universty Admin","815","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Rsch Methods-Ed Admin","825","001","","17","3.969","88.2","5.9",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","830","001","","24","3.978","91.7","4.2",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","830","002","","27","3.759","59.3","33.3","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financng Elem&Secondry Educ","","Course Total","","51","3.860","74.5","19.6","3.9",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"Financng Postsecondry Educ","831","001","","20","4.000","95.0",".",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Leadershp-Inclusive Schling","835","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspcts-El & Scndry Ed","840","001","","13","3.667","46.2","30.8","15.4",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Leg Aspct-Spec Ed&Pupl Serv","842","001","","16","3.962","75.0","6.3",".",".",".",".",".",".",".",".",".",".","18.8",".",".","."
"The School Principalship","845","001","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The School Superintendency","846","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Pro Devel&Orgniztn Learning","848","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org Theory&Behavior in Educ","860","001","","25","3.958","88.0","8.0",".",".",".",".",".",".",".",".",".",".",".","4.0",".","."
"Educ Policy Rsch Design","872","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875","001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","890","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","890","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Appl Rsch in Ed Admin","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"","940","001","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr in Educational Admin","","Course Total","","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","14","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"","990","027","","11","",".",".",".",".",".",".",".","27.3",".",".",".","72.7",".",".",".","."
"","990","032","","8","",".",".",".",".",".",".",".","62.5",".",".",".",".","37.5",".",".","."
"","990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","042","","6","",".",".",".",".",".",".",".","16.7",".",".",".","50.0","33.3",".",".","."
