"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","344
025","15","3.233","13.3","46.7","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
026","17","3.324","17.6","41.2","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
027","17","3.235","29.4","23.5","29.4","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","344
028","17","3.382","23.5","35.3","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","344
029","16","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","030
344","15","3.333","33.3","20.0","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","421","3.325","30.2","26.1","27.1","13.3","2.9","0.2","0.2",".",".",".",".",".",".",".",".","."
"","001
345","202","2.530","16.3","2.0","37.6","9.9","16.3","10.4","7.4",".",".",".",".",".",".",".",".","."
"","345
002","216","2.692","22.7","8.8","20.8","11.1","26.9","3.7","6.0",".",".",".",".",".",".",".",".","."
"","345
003","224","3.018","36.6","2.7","31.7",".","23.2","4.5","1.3",".",".",".",".",".",".",".",".","."
"","345
004","41","3.390","26.8","39.0","22.0","9.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chemistry","Course Total","683","2.793","25.6","6.6","29.4","7.0","21.1","5.7","4.5",".",".",".",".",".",".",".",".","."
"","346
001","8","3.154","25.0","12.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","002
346","12","3.591","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Organic Chem Lab","Course Total","20","3.429","30.0","35.0","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Inorganic Chemistry","511
001","48","2.917","22.9","16.7","18.8","20.8","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"Intmed Analytical Chem","524
001","27","3.234","37.0","22.2","22.2","3.7","11.1",".","3.7",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","13","3.423","30.8","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","49","2.776","22.4","18.4","10.2","22.4","16.3","4.1","6.1",".",".",".",".",".",".",".",".","."
"Physical Chemistry","562
001","60","2.825","21.7","21.7","18.3","16.7","10.0","3.3","8.3",".",".",".",".",".",".",".",".","."
"","563
001","16","3.344","25.0","37.5","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","002
563","17","3.500","41.2","29.4","17.6","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","563
003","20","3.250","15.0","25.0","55.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","563
004","19","3.342","21.1","31.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","563
005","16","3.563","50.0","25.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","006
563","18","3.639","38.9","55.6",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","563
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","563
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","113","3.433","31.0","35.4","25.7","5.3","2.7",".",".",".",".",".",".",".",".",".",".","."
"","564
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","564
002","8","3.375","12.5","50.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","564
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","13","3.462","23.1","46.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Laboratory Safety","607
001","50","",".",".",".",".",".",".",".",".",".","94.0",".",".",".",".","6.0","."
"Chemical Crystallography","613
001","7","3.800","42.9","28.6",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Electrochemistry","624
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Instrumtn:Dsgn&Control","628
001","9","3.500","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".","44.4",".",".","."
"","630
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","Course Total","14","3.917","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR","636
001","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Instrmtn:Mass Spectrmtry","638
001","8","3.143","62.5",".",".",".","12.5",".","12.5","12.5",".",".",".",".",".",".",".","."
