"Research","Course Total","8","",".",".",".",".",".",".","",".","100.0",".",".",".","",".","",".",".",".","."
"","999
021","2","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","999
079","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Advanced Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"S&A PHM
732","Dept. Total","424","3.204","20.0","24.5","30.4","15.8","6.4","0.2","",".","2.4",".",".",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".","",".",".",".",".",".","",".","",".",".",".","."
"Sophomore","","3","3.714","66.7",".","33.3",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","5","3.364","40.0",".","40.0",".","20.0",".","",".",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","11","3.560","54.5",".","27.3",".","18.2",".","",".",".",".",".",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Graduate","","22","3.903","45.5","9.1",".",".",".",".","",".","45.5",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","142","3.273","28.2","23.9","27.5","12.0","7.7",".","",".",".",".",".",".","",".","",".",".",".","0.7"
"Prof Yr 2","","127","3.012","10.2","23.6","29.1","29.9","6.3","0.8","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","120","3.192","11.7","31.7","41.7","10.0","5.0",".","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Professionals","","390","3.163","17.4","26.2","32.3","17.2","6.4","0.3","",".",".",".",".",".","",".","",".",".",".","0.3"
"","Dept. Total","424","3.204","20.0","24.5","30.4","15.8","6.4","0.2","",".","2.4",".",".",".","",".","",".",".",".","0.2"
