"Mass Media and Minorities","662
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
301","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Ind Study:Directed Readings","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AM
184","Dept. Total","","70","3.833","70.0","1.4","8.6",".","1.4","",".","",".","17.1","",".",".","",".","",".","",".",".","1.4","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","3","3.625","66.7",".","33.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","10","3.897","90.0",".","10.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.860","81.3",".","12.5",".",".","",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"Senior","","","41","3.818","61.0","2.4","4.9",".","2.4","",".","",".","26.8","",".",".","",".","",".","",".",".","2.4","."
"Undergraduates","","","70","3.833","70.0","1.4","8.6",".","1.4","",".","",".","17.1","",".",".","",".","",".","",".",".","1.4","."
"","Dept. Total","","70","3.833","70.0","1.4","8.6",".","1.4","",".","",".","17.1","",".",".","",".","",".","",".",".","1.4","."
