"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","23","3.522","52.2","21.7","13.0","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","160
003","20","3.175","25.0","35.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","004
160","18","3.556","33.3","50.0","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","61","3.418","37.7","34.4","14.8","6.6","3.3","3.3",".",".",".",".",".",".",".",".",".","."
"","170
001","20","3.400","65.0","10.0","5.0",".","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","170
002","18","3.583","27.8","61.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","22","3.068","31.8","27.3","18.2","4.5","9.1",".","9.1",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","60","3.333","41.7","31.7","11.7","1.7","8.3",".","5.0",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","147","3.146","23.1","31.3","18.4","17.0","7.5",".","2.7",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","232
001","94","3.005","12.8","25.5","30.9","18.1","10.6","1.1","1.1",".",".",".",".",".",".",".",".","."
"","240
001","21","2.476","19.0","4.8","19.0","14.3","28.6","4.8","9.5",".",".",".",".",".",".",".",".","."
"","240
002","26","2.692","3.8","7.7","42.3","23.1","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"","240
003","22","2.727","9.1","18.2","13.6","36.4","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","004
240","23","2.761","4.3","21.7","26.1","26.1","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","92","2.668","8.7","13.0","26.1","25.0","20.7","4.3","2.2",".",".",".",".",".",".",".",".","."
"","291
017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","291
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","291
050","11","3.475","45.5","18.2","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","19","3.569","52.6","26.3","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","299
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","050
299","18","3.781","72.2","11.1","11.1",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","22","3.837","77.3","9.1","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"","306
001","23","2.609","13.0","8.7","30.4",".","39.1","8.7",".",".",".",".",".",".",".",".",".","."
"","003
306","23","2.609","8.7","8.7","30.4","8.7","39.1","4.3",".",".",".",".",".",".",".",".",".","."
"","004
306","22","3.000","18.2","18.2","31.8","9.1","22.7",".",".",".",".",".",".",".",".",".",".","."
"","306
005","20","2.975","20.0","20.0","20.0","15.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","88","2.790","14.8","13.6","28.4","8.0","31.8","3.4",".",".",".",".",".",".",".",".",".","."
"","307
001","12","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
307","16","3.375","31.3","31.3","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","307
003","9","3.278","11.1","33.3","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
307","9","3.389","22.2","33.3","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","10","2.950","10.0","10.0","50.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","307
007","13","3.385","23.1","30.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","14","3.107","7.1","21.4","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","93","3.301","19.4","31.2","41.9","5.4","2.2",".",".",".",".",".",".",".",".",".",".","."
"","001
313","36","3.181","22.2","25.0","25.0","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","313
002","35","3.186","17.1","45.7","14.3","14.3","5.7",".","2.9",".",".",".",".",".",".",".",".","."
"","003
313","32","3.172","6.3","40.6","37.5","12.5","3.1",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","103","3.180","15.5","36.9","25.2","16.5","4.9",".","1.0",".",".",".",".",".",".",".",".","."
