"ART HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Study of Art, Present&Past","101","001","101","3.641","55.4","28.7","8.9","2.0","1.0","1.0","1.0","2.0",".",".",".",".",".",".",".","."
"Fr Smr:Greek Art in Society","115","001","16","3.313","31.3","37.5","25.0",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"Ancient and Medieval Art","201","001","147","3.171","28.6","25.2","21.8","10.2","9.5","2.7","1.4",".",".",".",".",".",".","0.7",".","."
"Renaissance to Modern Art","202","001","225","3.449","43.6","23.1","17.8","7.6","2.7",".","1.8","3.1",".",".",".",".","0.4",".",".","."
"Survey-Photogrphy:1839-1989","206","001","111","2.994","18.9","28.8","21.6","8.1","13.5","8.1",".","0.9",".",".",".",".",".",".",".","."
"Art & Archaeology-Ancient Rome","304","001","44","3.500","47.7","6.8","27.3","4.5",".","2.3",".","11.4",".",".",".",".",".",".",".","."
"Pnt&Graphc-German 1350-1530","330","001","10","3.200","50.0","20.0",".",".","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"Netherlandish Painting-17c","333","001","44","3.486","34.1","18.2","27.3","4.5",".",".",".","13.6",".",".",".",".",".",".","2.3","."
"Architecture & Art of Cuba","349","001","70","3.455","38.6","24.3","22.9","5.7","4.3",".",".",".",".",".",".",".",".","4.3",".","."
"Hist of Amer Art, 1607-Present","364","001","59","3.370","22.0","45.8","16.9","5.1","5.1","1.7",".","3.4",".",".",".",".",".",".",".","."
"Arts of China","370","001","49","3.000","20.4","18.4","28.6","18.4","10.2","2.0","2.0",".",".",".",".",".",".",".",".","."
"Cities&Sanctuaries-Anc Greece","405","001","31","3.466","45.2","16.1","29.0",".",".",".","3.2",".",".",".",".",".",".","3.2","3.2","."
"Topics in Asian Art","411","001","27","3.327","25.9","14.8","51.9","3.7",".",".",".",".",".",".",".",".",".","3.7",".","."
"Form&Con-Amer Arc:1855-1900","467","001","21","3.530","57.1","14.3","9.5","4.8","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"Northern European Painting","535","001","12","3.591","58.3","8.3","16.7",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"19th Cent European Art","555","001","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar in Chinese Art","576","001","6","3.333","33.3","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","600","001","16","3.367","31.3","25.0","25.0","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"","600","002","12","3.500","41.7","25.0","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Art History","","Course Total","28","3.426","35.7","25.0","25.0","7.1","3.6",".",".","3.6",".",".",".",".",".",".",".","."
"Intro to Museum Studies II","602","001","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","682","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","7","3.833","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","14","3.561","57.1","21.4","7.1",".",".",".","7.1",".",".",".",".",".","7.1",".",".","."
"Smr:Spec Topics-Art History","800","001","9","3.389","22.2","44.4","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
