"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
017","19","3.000",".","26.3","42.1","26.3",".",".",".",".",".",".",".",".",".","5.3",".","."
"","203
018","20","2.725",".","20.0","40.0","15.0","20.0","5.0",".",".",".",".",".",".",".",".",".","."
"","203
019","24","3.271","16.7","33.3","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
020","24","3.283","20.8","29.2","33.3","8.3","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","395","3.168","27.8","20.3","28.6","9.1","9.4","1.5","1.5","1.5",".",".",".",".",".","0.3",".","."
"","204
001","22","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","20","3.650","55.0","20.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","18","2.469",".","16.7","33.3",".","27.8","5.6","5.6","11.1",".",".",".",".",".",".",".","."
"","204
004","20","2.875","20.0","10.0","35.0","15.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","204
005","24","2.875","12.5","16.7","41.7","8.3","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","204
006","20","2.800","15.0","20.0","30.0","10.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","007
204","16","2.933","6.3","37.5","37.5",".",".","6.3","6.3","6.3",".",".",".",".",".",".",".","."
"","204
008","19","3.361","36.8","26.3","10.5","10.5","10.5",".",".","5.3",".",".",".",".",".",".",".","."
"","204
010","22","2.929","22.7","13.6","18.2","18.2","18.2","4.5",".","4.5",".",".",".",".",".",".",".","."
"","011
204","19","2.333","5.3","10.5","31.6",".","26.3","15.8","5.3","5.3",".",".",".",".",".",".",".","."
"","204
012","22","2.750","4.5","27.3","31.8","13.6","13.6","4.5","4.5",".",".",".",".",".",".",".",".","."
"","013
204","24","2.917","12.5","25.0","29.2","8.3","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"","204
014","21","2.700","4.8","19.0","33.3","19.0","9.5","4.8","4.8","4.8",".",".",".",".",".",".",".","."
"","015
204","22","3.023","18.2","27.3","22.7","13.6","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","204
016","20","3.075","5.0","35.0","35.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","204
017","17","2.567","5.9","23.5","5.9","5.9","41.2","5.9",".","11.8",".",".",".",".",".",".",".","."
"","018
204","24","3.354","45.8","16.7","20.8","4.2","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","204
019","21","2.952",".","33.3","38.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","371","2.979","18.6","22.9","27.2","9.2","14.0","3.5","2.2","2.4",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","223
001","166","3.175","33.1","16.9","27.7","8.4","10.2","1.2","2.4",".",".",".",".",".",".",".",".","."
"","224
001","21","3.548","47.6","33.3","4.8","9.5","4.8",".",".",".",".",".",".",".",".",".",".","."
"","002
224","23","3.682","65.2","13.0","8.7","4.3","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","224
003","20","3.625","50.0","30.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
224","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","24","3.708","66.7","16.7","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
006","24","3.708","66.7","20.8","4.2","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","007
224","23","3.587","52.2","21.7","21.7",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","156","3.642","56.4","24.4","12.2","3.2","3.2",".",".","0.6",".",".",".",".",".",".",".","."
"","226
001","18","3.306","27.8","16.7","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","002
226","18","3.028","38.9","11.1","16.7","16.7","5.6","5.6","5.6",".",".",".",".",".",".",".",".","."
"","226
003","18","3.222","16.7","22.2","55.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","004
226","18","3.594","38.9","27.8","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","226
005","15","3.633","46.7","33.3","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.132","10.0","25.0","45.0","10.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","226
007","19","3.361","31.6","21.1","26.3","15.8",".",".",".","5.3",".",".",".",".",".",".",".","."
"","226
008","19","3.158","10.5","21.1","57.9","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","17","3.531","47.1","17.6","23.5",".","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","226
010","19","3.500","47.4","15.8","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","011
226","16","3.594","56.3","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","012
226","16","3.500","31.3","43.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
