"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","245","2.865","21.2","7.8","28.6","14.3","25.7","1.6","0.8",".",".",".",".",".",".",".",".","."
"","103
002","195","2.633","13.8","10.8","29.2","6.2","30.3","6.7","3.1",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","440","2.763","18.0","9.1","28.9","10.7","27.7","3.9","1.8",".",".",".",".",".",".",".",".","."
"","001
104","224","2.752","14.7","5.4","40.6","11.2","23.2","1.3","3.6",".",".",".",".",".",".",".",".","."
"","002
104","318","2.795","22.3","6.6","30.2","13.5","17.0","7.9","2.2",".",".",".",".",".",".","0.3",".","."
"","104
003","236","3.066","17.4","31.4","17.4","21.6","9.3","2.5","0.4",".",".",".",".",".",".",".",".","."
"","004
104","285","3.004","26.3","10.9","30.5","7.4","22.8","1.4","0.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1063","2.902","20.7","13.0","29.6","13.2","18.2","3.6","1.7",".",".",".",".",".",".","0.1",".","."
"General Chemistry","108
001","127","2.906","22.0","11.0","36.2","4.7","19.7","3.9","2.4",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","22","3.705","63.6","22.7","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","299
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
054","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"Chem Across the Periodic Table","311
001","41","3.073","14.6","26.8","36.6","12.2","7.3",".","2.4",".",".",".",".",".",".",".",".","."
"","327
001","56","3.391","39.3","14.3","33.9","8.9",".","1.8",".",".",".",".",".",".",".","1.8",".","."
"","327
002","57","3.211","21.1","28.1","33.3","14.0","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","113","3.299","30.1","21.2","33.6","11.5","0.9","0.9","0.9",".",".",".",".",".",".","0.9",".","."
"","329
001","71","3.261","32.4","21.1","35.2","2.8","4.2","1.4","2.8",".",".",".",".",".",".",".",".","."
"","329
002","74","3.425","35.1","29.7","25.7","2.7","4.1","1.4",".",".",".",".",".",".",".",".","1.4","."
"Fundamentals of Analytical Sci","Course Total","145","3.344","33.8","25.5","30.3","2.8","4.1","1.4","1.4",".",".",".",".",".",".",".","0.7","."
"","343
001","200","2.566","14.0","10.0","21.0","10.0","33.0","9.0","2.0",".",".",".",".",".",".",".","0.5","0.5"
"","343
002","205","2.507","14.6","4.9","28.8","5.4","33.2","7.8","4.9",".",".",".",".",".",".",".","0.5","."
"Intro Organic Chemistry","Course Total","405","2.536","14.3","7.4","24.9","7.7","33.1","8.4","3.5",".",".",".",".",".",".",".","0.5","0.2"
"","001
344","15","3.367","33.3","33.3","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.265","29.4","23.5","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
003","17","3.382","29.4","35.3","17.6","17.6",".",".",".",".",".",".",".",".",".",".",".","."
"","344
004","18","3.306","27.8","27.8","27.8","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","005
344","16","3.500","31.3","37.5","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","18","3.361","38.9","16.7","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","344
007","18","3.333","27.8","33.3","22.2","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"","008
344","18","3.306","33.3","22.2","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","009
344","15","3.400","33.3","26.7","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.389","38.9","16.7","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","011
344","17","3.471","41.2","23.5","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","012
344","17","3.294","41.2",".","41.2","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
013","17","3.265","29.4","23.5","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.206","11.8","41.2","23.5","23.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
015","16","3.250","25.0","25.0","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
016","16","3.219","25.0","25.0","25.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
017","11","3.091","36.4","18.2","18.2","18.2",".",".","9.1",".",".",".",".",".",".",".",".","."
"","344
018","10","3.450","50.0","20.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","019
344","7","3.500","42.9","14.3","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
344","15","3.300","33.3","6.7","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","024
344","11","3.318","27.3","18.2","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 171 of 392",""
