"Pre-dissertation Research","Course Total","8","",".",".",".",".",".",".",".","50.0",".",".",".","50.0","",".",".",".","."
"","990
028","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","2","***","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","371","3.426","33.4","28.0","20.2","5.1","0.5","0.3","0.5","9.2",".",".",".","2.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","3.700","47.4","47.4","5.3",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","64","3.453","35.9","35.9","21.9","6.3",".",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","194","3.398","38.7","30.4","24.2","4.6","1.0",".","1.0",".",".",".",".",".","",".",".",".","."
"Undergraduates","","277","3.429","38.6","32.9","22.4","4.7","0.7",".","0.7",".",".",".",".",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","114","3.407","31.6","11.4","11.4","5.3",".","0.9",".","29.8",".",".",".","9.6","",".",".",".","."
"","Dept. Total","392","3.426","36.7","26.5","19.1","4.8","0.5","0.3","0.5","8.7",".",".",".","2.8","",".",".",".","."
