"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7442","3.460","38.7","20.7","17.5","4.1","3.8","1.1","0.3","11.1","0.0","1.4",".","0.4","0.2","0.0","0.2","0.5"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","33","2.786","18.2","9.1","33.3","15.2","15.2","6.1","3.0",".",".",".",".",".",".",".",".","."
"Sophomore","","297","2.852","27.6","12.1","22.9","11.1","16.8","8.1","1.0",".",".",".",".",".",".",".","0.3","."
"Junior","","570","2.944","29.3","13.2","23.3","11.2","15.6","4.7","1.6","0.5",".","0.2",".",".","0.2",".","0.2","."
"Senior","","1506","3.400","46.9","16.9","20.8","5.2","6.6","1.3","0.5","1.3",".","0.2",".","0.1","0.1","0.1",".","."
"Undergraduates","","2406","3.214","40.0","15.3","21.9","7.5","10.1","3.0","0.8","0.9",".","0.2",".","0.0","0.1","0.0","0.1","."
"Special","","105","3.160","23.8","10.5","18.1","5.7","2.9","1.0","1.9",".",".","1.0",".",".",".",".","1.0","34.3"
"Graduate","","1215","3.632","35.5","12.6","7.0","1.1","0.7","0.3","0.1","39.7","0.2",".",".","2.1","0.5","0.2",".","0.1"
"Prof Yr 1","","1040","3.595","45.0","16.9","18.4","5.1","1.5","0.6",".","4.9",".","6.1",".",".","0.3",".","1.2","0.1"
"Prof Yr 2","","1453","3.542","32.4","29.0","20.3","3.0","1.0",".",".","11.7",".","2.5",".",".","0.1",".",".","."
"Prof Yr 3","","641","3.543","39.8","39.0","19.8","0.6",".",".",".","0.6",".",".",".",".",".",".","0.2","."
"Prof Yr 4","","589","3.730","46.2","26.5","10.7","0.3","0.2",".",".","16.0",".",".",".",".","0.2",".",".","."
"Professionals","","3723","3.587","39.4","27.0","18.2","2.7","0.8","0.2",".","8.6",".","2.7",".",".","0.1",".","0.3","0.0"
"","College Total","7449","3.460","38.7","20.6","17.5","4.1","3.8","1.1","0.3","11.0","0.0","1.4",".","0.4","0.2","0.0","0.2","0.5"
