"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3185","3.377","26.0","11.6","15.8","3.3","2.8","0.3","",".","39.4","",".","0.2",".","0.3","0.2","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.588","75.0","12.5",".",".","12.5",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","10","3.833","80.0","10.0","10.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","26","3.338","50.0","11.5","19.2","7.7","7.7","3.8","",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","44","3.469","61.4","11.4","13.6","4.5","6.8","2.3","",".",".","",".",".",".",".",".",".",".","."
"Special","","5","3.667","60.0",".",".","20.0",".",".","",".","20.0","",".",".",".",".",".",".",".","."
"Graduate","","107","3.726","32.7","5.6","6.5",".",".",".","",".","43.9","",".",".",".","9.3",".","0.9","0.9","."
"Prof Yr 1","","721","3.202","15.0","15.1","25.7","6.4","4.7","0.3","",".","32.7","",".",".",".",".","0.1",".",".","."
"Prof Yr 2","","748","3.375","27.9","17.4","22.1","4.7","2.8",".","",".","24.9","",".",".",".",".","0.3",".",".","."
"Prof Yr 3","","812","3.272","22.5","14.9","17.2","2.7","3.7","0.7","",".","38.2","",".",".",".",".",".",".",".","."
"Prof Yr 4","","748","4.000","35.2",".",".",".",".",".","",".","63.6","",".","0.8",".",".","0.3",".","0.1","."
"Professionals","","3029","3.366","25.2","11.9","16.2","3.4","2.8","0.3","",".","39.9","",".","0.2",".",".","0.2",".","0.0","."
"","College Total","3185","3.377","26.0","11.6","15.8","3.3","2.8","0.3","",".","39.4","",".","0.2",".","0.3","0.2","0.0","0.1","."
