"","999
005","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
027","2","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
029","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","6","4.000","83.3",".",".",".","",".","",".",".",".","",".",".","",".","16.7",".",".",".","."
"COUN PSY
270","Dept. Total","473","3.926","73.6","5.1","2.1","0.2","",".","",".","0.4","7.8","",".","4.9","",".","4.0","1.3","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","50","3.850","86.0","8.0","2.0",".","",".","",".","2.0",".","",".",".","",".",".","2.0",".",".","."
"Sophomore","","51","3.953","88.2","5.9","2.0",".","",".","",".",".",".","",".",".","",".",".","2.0","2.0",".","."
"Junior","","52","3.747","75.0","13.5","7.7","1.9","",".","",".",".",".","",".",".","",".",".",".","1.9",".","."
"Senior","","68","3.874","86.8","5.9","4.4",".","",".","",".","1.5",".","",".",".","",".",".",".","1.5",".","."
"Undergraduates","","221","3.848","84.2","8.1","4.1","0.5","",".","",".","0.9",".","",".",".","",".",".","0.9","1.4",".","."
"Special","","13","3.968","92.3","7.7",".",".","",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","239","3.978","62.8","2.1","0.4",".","",".","",".",".","15.5","",".","9.6","",".","7.9","1.7",".",".","."
"","Dept. Total","473","3.926","73.6","5.1","2.1","0.2","",".","",".","0.4","7.8","",".","4.9","",".","4.0","1.3","0.6",".","."
