"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","226
013","15","3.400","33.3","20.0","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
226","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
016","13","3.308","30.8","23.1","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","255","3.384","33.7","23.1","31.4","6.7","2.4","0.4","0.4","2.0",".",".",".",".",".",".",".","."
"Chicano Lit in Spanish","240
001","13","3.333","15.4","30.8","46.2",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","36","3.500","36.1","27.8","27.8",".","2.8",".",".","5.6",".",".",".",".",".",".",".","."
"Directed Study","299
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","311
001","20","3.625","60.0","35.0",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","311
002","23","3.739","56.5","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
003","25","3.043","8.0","12.0","56.0","12.0","4.0",".",".","8.0",".",".",".",".",".",".",".","."
"","311
004","24","3.313","20.8","20.8","58.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
311","21","3.125","14.3","23.8","38.1","9.5","9.5",".",".","4.8",".",".",".",".",".",".",".","."
"","311
006","19","3.526","31.6","47.4","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","311
007","18","3.083","27.8","16.7","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","311
008","20","3.275","25.0","30.0","25.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","311
009","18","3.556","44.4","27.8","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Language Practice","Course Total","188","3.365","31.4","27.1","28.7","6.4","4.3",".","0.5","1.6",".",".",".",".",".",".",".","."
"","001
320","24","3.146","29.2","16.7","33.3","4.2","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"","320
002","24","3.229","45.8","8.3","25.0","4.2","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"Spanish Phonetics","Course Total","48","3.188","37.5","12.5","29.2","4.2","12.5","2.1","2.1",".",".",".",".",".",".",".",".","."
"","322
001","23","3.283","47.8","21.7","8.7","8.7","4.3","4.3","4.3",".",".",".",".",".",".",".",".","."
"","322
002","21","3.548","38.1","42.9","14.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Survey of Early Hispanic Lit","Course Total","44","3.409","43.2","31.8","11.4","4.5","4.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"Adv Lang Prac-Expos Writing","323
001","23","3.717","56.5","30.4","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Spanish Lit","001
324","18","3.028","22.2","27.8","22.2","11.1","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","326
001","21","3.190","28.6","23.8","33.3","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","326
002","24","3.167","20.8","25.0","33.3","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"Survey of Spanish American Lit","Course Total","45","3.178","24.4","24.4","33.3","6.7","8.9",".","2.2",".",".",".",".",".",".",".",".","."
"Intro to Spanish Linguistics","001
327","18","3.306","22.2","27.8","44.4",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Civilization","363
001","28","3.736","71.4","21.4",".","3.6",".","3.6",".",".",".",".",".",".",".",".",".","."
"","429
001","19","3.737","73.7","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","429
002","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Romance Languages","Course Total","32","3.750","68.8","15.6","12.5","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Spanish Amer Short Story","001
461","21","3.654","76.2","4.8","14.3",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"","001
513","22","3.575","27.3","54.5","13.6",".",".",".",".",".",".",".",".",".",".","4.5",".","."
"","513
002","23","3.130","30.4","17.4","26.1","8.7","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"Literatura del Siglo de Oro","Course Total","45","3.343","28.9","35.6","20.0","4.4","6.7",".","2.2",".",".",".",".",".",".","2.2",".","."
"Lit Espanola Del Siglo XX","515
001","28","3.764","71.4","17.9","7.1",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"Literatura Hispanoamericana","516
001","21","3.201","42.9","14.3","9.5","9.5","23.8",".",".",".",".",".",".",".",".",".",".","."
"Topics in Hispanic Culture","520
001","24","3.393","37.5","29.2","20.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Hist-Teoria Lit: C XIX-XX","628
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 303 of 392",""
