"ALS","","","","","","","","","","","","","","","","","","","",""
"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"A A E
Dept. Total
108","504","3.091","23.6","20.0","26.2","8.7","12.1","1.8","1.8","4.2","",".",".","",".","0.2","0.4","0.4","0.4","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","71","3.087","16.9","25.4","31.0","11.3","9.9","2.8",".",".","",".",".","",".",".",".","1.4",".","1.4"
"Sophomore","112","2.964","21.4","19.6","27.7","7.1","17.0","4.5","1.8",".","",".",".","",".",".",".",".","0.9","."
"Junior","89","2.930","19.1","16.9","29.2","16.9","12.4","1.1","4.5",".","",".",".","",".",".",".",".",".","."
"Senior","151","3.076","24.5","21.9","24.5","8.6","15.9","0.7","2.0",".","",".",".","",".",".","1.3","0.7",".","."
"Undergraduates","423","3.017","21.3","20.8","27.4","10.4","14.4","2.1","2.1",".","",".",".","",".",".","0.5","0.5","0.2","0.2"
"Special","4","3.667","50.0",".","25.0",".",".",".",".",".","",".",".","",".",".",".",".","25.0","."
"Graduate","77","3.609","35.1","16.9","19.5",".",".",".",".","27.3","",".",".","",".","1.3",".",".",".","."
"Dept. Total","504","3.091","23.6","20.0","26.2","8.7","12.1","1.8","1.8","4.2","",".",".","",".","0.2","0.4","0.4","0.4","0.2"
