"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","128","3.858","58.6","15.6","3.1",".","",".","",".","",".","7.8","3.9",".",".","6.3","3.1",".","1.6","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","10","3.946","90.0","10.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","11","3.952","90.9","9.1",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Special","","13","3.607","38.5","15.4","23.1",".","",".","",".","",".",".",".",".",".",".","7.7",".","15.4","."
"Graduate","","104","3.879","57.7","16.3","1.0",".","",".","",".","",".","9.6","4.8",".",".","7.7","2.9",".",".","."
"","College Total","128","3.858","58.6","15.6","3.1",".","",".","",".","",".","7.8","3.9",".",".","6.3","3.1",".","1.6","."
