"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","327","3.642","68.8","15.0","9.2","2.8","1.8","0.3","0.6","0.9","",".",".",".","",".","",".","0.3","0.3","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.442","67.7","9.7","10.8","3.2","5.4","1.1","1.1",".","",".",".",".","",".","",".","1.1",".","."
"Sophomore","","78","3.683","71.8","15.4","9.0","2.6","1.3",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","77","3.694","67.5","19.5","7.8","5.2",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","78","3.723","69.2","16.7","9.0",".",".",".","1.3","2.6","",".",".",".","",".","",".",".","1.3","."
"Undergraduates","","326","3.641","69.0","15.0","9.2","2.8","1.8","0.3","0.6","0.6","",".",".",".","",".","",".","0.3","0.3","."
"Special","","2","4.000","50.0",".",".",".",".",".",".","50.0","",".",".",".","",".","",".",".",".","."
"","College Total","328","3.642","68.9","14.9","9.1","2.7","1.8","0.3","0.6","0.9","",".",".",".","",".","",".","0.3","0.3","."
