"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"THEATRE AND DRAMA","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","",""
"374
Rendering for the Stage","001","8","3.750","75.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"379
Stage Management","001","14","3.577","42.9","21.4","28.6",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"420
Theatre and Society","001","15","3.500","46.7","20.0","13.3","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"432
Hist-Westrn Theatricl Dance","001","8","3.688","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"450
Acting Styles","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"453
Javanese Performance Repertory","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"462
Thtr-Yng Audiences:Productn","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"464
PattrnMaking-TheatrCostumes","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"466
Stage Lighting Design II","001","6","3.605","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"470
Fundamntl-Technical Directn","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"521
Drama of Europe: 1650-1850","001","18","3.235","55.6","5.6","11.1","5.6","5.6","5.6","5.6","5.6",".",".",".",".",".",".",".","."
"532
History of Russian Theatre","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"542
Movement Styles","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"550
Advanced Scene Study","001","18","3.833","77.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"551
Adv Asian Stage Discpl&Prod","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"561
Backstage Laboratory III","001","34","3.827","79.4","11.8","2.9","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"562
Drama in Educ: Adv Studies","001","10","3.906","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"568
Directing Lab","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"619","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"619","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topics-Theatre&Drama","Course Total","6","3.357","33.3","50.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"740
Voice Training","001","9","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"763
Costume Design II","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"768
Adv Problems in Directing","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"911
Smr-Probs in Theatre&Drama","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 308 of 392",""
