"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.386","54.5","9.1","18.2","4.5","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","002
101","24","3.125","33.3","8.3","37.5","8.3","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","101
003","21","3.000","28.6","9.5","33.3","9.5","14.3",".","4.8",".",".",".",".",".",".",".",".","."
"","101
004","21","3.389","28.6","23.8","23.8","4.8","4.8",".",".","14.3",".",".",".",".",".",".",".","."
"","101
005","21","3.119","23.8","28.6","23.8","4.8","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","006
101","19","2.974","42.1","5.3","15.8","10.5","15.8","5.3","5.3",".",".",".",".",".",".",".",".","."
"","007
101","21","3.048","14.3","23.8","42.9","4.8","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","101
008","20","2.553","5.0","5.0","35.0","20.0","20.0","10.0",".","5.0",".",".",".",".",".",".",".","."
"","009
101","24","2.896","29.2","33.3","12.5","4.2","4.2",".","16.7",".",".",".",".",".",".",".",".","."
"","101
010","18","3.000","16.7","27.8","22.2","5.6","16.7","5.6",".","5.6",".",".",".",".",".",".",".","."
"","101
011","22","3.238","36.4","9.1","31.8","9.1","4.5","4.5",".","4.5",".",".",".",".",".",".",".","."
"","101
012","20","3.450","55.0","20.0","10.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","253","3.099","30.8","17.0","25.7","7.9","9.9","3.2","3.2","2.4",".",".",".",".",".",".",".","."
"","102
001","22","3.705","63.6","13.6","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","3.550","35.0","40.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","22","3.190","22.7","31.8","13.6","13.6","13.6",".",".","4.5",".",".",".",".",".",".",".","."
"","004
102","24","2.826","12.5","20.8","29.2","12.5","12.5","4.2","4.2","4.2",".",".",".",".",".",".",".","."
"","102
005","24","2.813","25.0","12.5","20.8","16.7","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"","102
006","20","3.167","25.0","10.0","35.0","10.0","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"","102
008","20","2.875","25.0","15.0","40.0",".","5.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","102
009","24","3.630","45.8","37.5","8.3",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","010
102","24","3.333","45.8","8.3","33.3",".","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","011
102","24","2.896","33.3","8.3","16.7","12.5","20.8","4.2","4.2",".",".",".",".",".",".",".",".","."
"","102
012","23","3.043","21.7","34.8","17.4","8.7","4.3","13.0",".",".",".",".",".",".",".",".",".","."
"","102
013","22","3.250","31.8","31.8","22.7",".","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","014
102","21","3.500","42.9","19.0","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","24","3.625","50.0","33.3","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
016","23","3.217","21.7","21.7","39.1","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
017","12","1.409",".",".","25.0","8.3","16.7",".","41.7","8.3",".",".",".",".",".",".",".","."
"","102
018","24","3.375","41.7","16.7","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
019","24","3.391","37.5","25.0","20.8",".","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","397","3.205","33.2","21.7","24.2","6.0","8.3","1.8","3.0","1.8",".",".",".",".",".",".",".","."
"","203
001","21","3.200","23.8","23.8","33.3","4.8","4.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"","203
002","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","22","3.143","31.8","18.2","22.7","9.1","9.1",".","4.5","4.5",".",".",".",".",".",".",".","."
"","203
004","20","3.000","15.0","25.0","30.0","5.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"","203
005","23","3.239","30.4","13.0","39.1","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.521","41.7","33.3","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","007
203","24","2.542","4.2","4.2","37.5","20.8","29.2",".","4.2",".",".",".",".",".",".",".",".","."
"","203
008","24","3.604","62.5","20.8","12.5",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","010
203","24","2.696","12.5","8.3","37.5","8.3","20.8","4.2","4.2","4.2",".",".",".",".",".",".",".","."
"","203
011","24","2.848","16.7","4.2","37.5","8.3","29.2",".",".","4.2",".",".",".",".",".",".",".","."
"","203
012","25","3.400","40.0","32.0","16.0","8.0",".",".","4.0",".",".",".",".",".",".",".",".","."
"","203
013","23","2.783","17.4","17.4","30.4","8.7","13.0","8.7","4.3",".",".",".",".",".",".",".",".","."
"","014
203","23","3.717","65.2","13.0","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","20","3.500","55.0","15.0","10.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 301 of 392",""
