"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","",""
"19&20th C Russn Lit Tran II","202
001","71","3.028","22.5","25.4","21.1","16.9","7.0","4.2","2.8",".",".",".",".",".",".",".",".","."
"19&20 C Russian Lit Tran II","204
001","61","3.148","26.2","31.1","14.8","11.5","13.1","1.6","1.6",".",".",".",".",".",".",".",".","."
"Dostoevsky in Translation","222
001","29","3.536","41.4","20.7","20.7","6.9",".",".",".","6.9","3.4",".",".",".",".",".",".","."
"Soviet Life&Cult (1917 on)","234
001","30","3.531","46.7","20.0","23.3",".","6.7",".",".","3.3",".",".",".",".",".",".",".","."
"Lit & Culture-Eastrn Europe","241
001","22","3.591","54.5","13.6","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Survey-Chinese Lit in Trans","262
001","42","3.378","35.7","31.0","16.7","4.8","7.1","2.4",".",".",".",".",".",".",".","2.4",".","."
"Survey-Japanese Lit in Tran","264
001","30","3.100","13.3","36.7","36.7","3.3","3.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"Urdu Prose Fic-Ind&Pak/Tran","001
273","16","3.233","6.3","37.5","43.8","6.3",".",".",".","6.3",".",".",".",".",".",".",".","."
"Scand Lit in Tran-20th C","274
001","264","3.395","18.6","48.1","25.4","5.3","1.9",".","0.4","0.4",".",".",".",".",".",".",".","."
"","275
001","97","3.351","20.6","42.3","26.8","6.2","4.1",".",".",".",".",".",".",".",".",".",".","."
"","275
002","304","3.296","15.1","45.4","23.0","10.2","2.0","1.0",".","3.0",".",".",".",".","0.3",".",".","."
"","275
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"In Transl:Hans C. Andersen","Course Total","405","3.319","17.3","44.2","23.7","9.1","2.5","0.7",".","2.2",".",".",".",".","0.2",".",".","."
"Yiddish Lit-US (in Transl)","001
279","15","3.500","13.3","73.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sanskrit Lit in Translation","325
001","25","3.571","32.0","36.0","12.0","4.0",".",".",".","12.0",".",".",".",".","4.0",".",".","."
"Topics in Dutch Lit in Tran","326
001","12","3.455","41.7","16.7","25.0",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"Prophets of the Bible","332
001","13","3.692","61.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Kierkegaard&Scand Lit/Trans","339
001","18","3.603","38.9","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"Lit in Trans-Icelandic Saga","346
001","13","3.151","7.7","30.8","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"SE Asian Lit in Translation","358
001","11","3.350","36.4","36.4",".","9.1",".","9.1",".",".",".",".",".",".","9.1",".",".","."
"Topics in Japanese Lit","373
001","12","3.300","25.0","33.3","16.7",".",".","8.3",".","16.7",".",".",".",".",".",".",".","."
"Mod Indonesian Lit in Tran","379
001","17","3.176","17.6","47.1","11.8","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"In Trans:Topics-Italian Lit","410
001","41","3.331","31.7","34.1","17.1","2.4","9.8",".","2.4","2.4",".",".",".",".",".",".",".","."
"Mod Serb&Croat Lit in Trans","455
001","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"LITTRANS
551","Dept. Total","1155","3.337","23.4","39.1","22.8","7.4","3.5","1.0","0.5","1.8","0.1",".",".",".","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","239","3.264","13.8","45.6","26.4","9.2","2.9","0.8","0.8",".",".",".",".",".","0.4",".",".","."
"Sophomore","","412","3.401","26.7","41.7","20.4","7.0","3.6","0.2","0.2",".",".",".",".",".",".",".",".","."
"Junior","","246","3.292","23.2","37.0","24.4","7.7","4.9","1.6","0.4","0.4",".",".",".",".",".",".","0.4","."
"Senior","","243","3.324","25.5","32.1","22.6","6.2","2.5","2.1","0.8","6.6","0.4",".",".",".","0.8","0.4",".","."
"Undergraduates","","1140","3.332","23.0","39.5","23.0","7.5","3.5","1.1","0.5","1.5","0.1",".",".",".","0.3","0.1","0.1","."
"Special","","5","3.750","60.0",".","20.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Graduate","","10","3.864","50.0","20.0",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"","Dept. Total","1155","3.337","23.4","39.1","22.8","7.4","3.5","1.0","0.5","1.8","0.1",".",".",".","0.3","0.1","0.1","."
