"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"Introduction to Business","100
001","272","3.194","15.8","37.9","27.9","10.3","5.1","1.5","0.7","0.4",".",".",".",".",".",".","0.4","."
"Directed Study","198
201","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","300
001","21","3.648","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
300","24","3.918","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","21","3.595","23.8","71.4","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","25","3.717","44.0","56.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","22","3.614","22.7","77.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","21","3.667","47.6","42.9","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","23","3.718","43.5","56.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
300","24","3.669","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","22","3.816","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
300","21","3.883","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","22","3.691","50.0","40.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","21","3.711","52.4","38.1","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
300","24","3.918","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
300","21","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","332","3.762","54.8","43.1","1.8","0.3",".",".",".",".",".",".",".",".",".",".",".","."
"","001
301","233","2.818","14.2","13.7","28.3","12.0","29.2","1.3","0.4","0.9",".",".",".",".",".",".",".","."
"","301
002","248","3.133","25.8","15.3","33.9","9.7","15.3",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","481","2.981","20.2","14.6","31.2","10.8","22.0","0.6","0.2","0.4",".",".",".",".",".",".",".","."
"","001
302","33","3.258","30.3","15.2","39.4","6.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","302
002","29","3.333","41.4","13.8","13.8","13.8","10.3",".",".","6.9",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","62","3.292","35.5","14.5","27.4","9.7","9.7",".",".","3.2",".",".",".",".",".",".",".","."
"","303
001","95","3.137","17.9","33.7","27.4","10.5","7.4","1.1","2.1",".",".",".",".",".",".",".",".","."
"","002
303","122","3.189","32.0","11.5","39.3","6.6","6.6","3.3","0.8",".",".",".",".",".",".",".",".","."
"Business Statistics","Course Total","217","3.166","25.8","21.2","34.1","8.3","6.9","2.3","1.4",".",".",".",".",".",".",".",".","."
"","304
001","54","3.287","27.8","33.3","25.9","1.9","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","304
002","71","3.296","21.1","33.8","31.0","11.3","2.8",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Bus Statistics","Course Total","125","3.292","24.0","33.6","28.8","7.2","4.8","1.6",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","365
001","11","3.786","36.4","27.3",".",".",".",".",".","36.4",".",".",".",".",".",".",".","."
"","399
100","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
103","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
201","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Rsch-Business Rsch","Course Total","16","3.972","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","001
700","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
002","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","700
003","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
700","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Communication","Course Total","54","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
001","42","3.869","73.8","26.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
701","32","3.859","71.9","28.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managing Legal Environment","Course Total","74","3.865","73.0","27.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
