"","990
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","87.0",".",".",".","13.0",".",".",".","."
"WL ECOL
960","Dept. Total","263","3.235","35.4","17.1","19.0","5.3","11.0","1.9","0.8","8.4",".",".",".","1.1",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.500","12.5","12.5","12.5","12.5","37.5","12.5",".",".",".",".",".",".",".",".",".","."
"Sophomore","","25","3.196","28.0","28.0","16.0","12.0","16.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","48","2.924","18.8","22.9","22.9","8.3","25.0","2.1",".",".",".",".",".",".",".",".",".","."
"Senior","","136","3.313","41.9","16.9","24.3","4.4","7.4","2.2","1.5","1.5",".",".",".",".",".",".",".","."
"Undergraduates","","217","3.183","34.1","19.4","22.6","6.5","13.4","2.3","0.9","0.9",".",".",".",".",".",".",".","."
"Special","","3","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","43","3.864","39.5","4.7","2.3",".",".",".",".","46.5",".",".",".","7.0",".",".",".","."
"","Dept. Total","263","3.235","35.4","17.1","19.0","5.3","11.0","1.9","0.8","8.4",".",".",".","1.1",".",".",".","."
