"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3235","3.346","36.2","24.6","19.3","8.3","4.7","1.7","0.6","1.9","",".","2.1",".","0.5","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","101","3.170","21.8","28.7","27.7","10.9","5.9","4.0",".","1.0","",".",".",".",".",".",".",".","."
"Sophomore","","398","3.177","27.4","23.6","26.1","12.3","6.5","2.8","0.8","0.5","",".",".",".",".",".",".",".","."
"Junior","","933","3.347","38.4","24.8","19.5","9.3","5.3","1.5","0.8","0.1","",".","0.4",".",".",".",".",".","."
"Senior","","1621","3.370","36.3","25.7","18.9","7.2","4.3","1.6","0.6","1.5","",".","4.0",".",".",".",".",".","."
"Undergraduates","","3053","3.330","35.3","25.3","20.3","8.6","4.9","1.8","0.6","0.9","",".","2.3",".",".",".",".",".","."
"Special","","16","2.923","18.8","31.3","6.3","6.3","6.3","6.3","6.3",".","",".",".",".",".","12.5",".","6.3","."
"Graduate","","160","3.864","55.0","10.6","1.3","0.6","0.6",".",".","20.6","",".",".",".","10.0","0.6",".","0.6","."
"Prof Yr 1","","3","3.167",".","66.7",".","33.3",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","6","3.500","33.3","50.0",".","16.7",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","3235","3.346","36.2","24.6","19.3","8.3","4.7","1.7","0.6","1.9","",".","2.1",".","0.5","0.1",".","0.1","."
