"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","212","3.463","43.4","27.8","17.5","2.8","2.8","1.4","1.4","1.4","",".",".","",".","",".","",".","0.5","0.5","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","46","3.238","19.6","39.1","26.1","2.2","6.5","2.2","2.2",".","",".",".","",".","",".","",".","2.2",".","."
"Sophomore","","57","3.606","47.4","31.6","17.5","1.8","1.8",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","31","3.347","45.2","16.1","22.6","6.5","3.2","6.5",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","3.277","40.5","26.2","19.0","4.8","2.4",".","4.8",".","",".",".","",".","",".","",".",".",".","2.4"
"Undergraduates","","176","3.388","38.1","29.5","21.0","3.4","3.4","1.7","1.7",".","",".",".","",".","",".","",".","0.6",".","0.6"
"Special","","5","4.000","40.0",".",".",".",".",".",".","40.0","",".",".","",".","",".","",".",".","20.0","."
"Graduate","","31","3.887","74.2","22.6",".",".",".",".",".","3.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","212","3.463","43.4","27.8","17.5","2.8","2.8","1.4","1.4","1.4","",".",".","",".","",".","",".","0.5","0.5","0.5"
