"","999
036","3","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
044","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
045","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","9","4.000","88.9",".",".",".","",".","",".","",".",".","",".",".","",".",".","11.1",".",".","."
"ELPA
305","Dept. Total","456","3.924","72.1","9.0","1.5",".","",".","",".","",".","7.2","",".",".","",".","6.1","3.5","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","8","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","21","3.978","95.2","4.8",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","29","3.984","96.6","3.4",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","50","3.898","78.0","10.0","4.0",".","",".","",".","",".","4.0","",".",".","",".",".","2.0","2.0",".","."
"Graduate","","375","3.925","69.3","9.3","1.3",".","",".","",".","",".","8.3","",".",".","",".","7.5","4.0","0.3",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","456","3.924","72.1","9.0","1.5",".","",".","",".","",".","7.2","",".",".","",".","6.1","3.5","0.4",".","."
