"","699
014","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
021","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Reading","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","590","3.337","34.1","28.0","20.5","8.3","4.4","1.7","1.0","1.7","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.347","26.5","32.7","32.7","4.1","2.0","2.0",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","185","3.264","28.1","30.3","23.2","9.2","5.9","1.6","1.1","0.5","",".",".","",".","",".","",".",".",".","."
"Junior","","172","3.377","36.0","28.5","20.3","9.3","3.5","0.6","1.2",".","",".",".","",".","",".","",".","0.6",".","."
"Senior","","175","3.343","37.7","25.1","15.4","8.0","4.6","2.9","1.1","4.6","",".",".","",".","",".","",".","0.6",".","."
"Undergraduates","","581","3.328","33.2","28.4","20.8","8.4","4.5","1.7","1.0","1.5","",".",".","",".","",".","",".","0.3",".","."
"Special","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","6","4.000","83.3",".",".",".",".",".",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","590","3.337","34.1","28.0","20.5","8.3","4.4","1.7","1.0","1.7","",".",".","",".","",".","",".","0.3",".","."
