"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"","990
068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
092","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
102","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
112","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
114","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
134","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
165","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
255","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","25","",".",".",".",".",".",".",".","76.0",".",".",".","16.0",".",".","8.0","."
"","992
001","13","3.917","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","992
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","992
003","30","4.000","96.7",".",".",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"Seminar","Course Total","55","3.981","94.5","3.6",".",".",".",".",".",".",".",".",".",".","1.8",".",".","."
"Statistical Consulting","998
001","14","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"STAT
932","Dept. Total","1635","3.143","31.9","19.0","20.9","10.3","10.0","3.1","1.8","2.1",".","0.1",".","0.2","0.2","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","2.959","29.7","29.7","2.7","21.6","2.7","5.4","8.1",".",".",".",".",".",".",".",".","."
"Sophomore","","323","3.106","30.7","18.6","23.2","10.5","10.5","4.0","1.5","0.9",".",".",".",".",".",".",".","."
"Junior","","466","2.950","24.9","14.4","25.8","13.9","14.6","3.2","2.4",".",".",".",".",".",".","0.6","0.2","."
"Senior","","400","2.986","24.5","20.0","21.3","12.3","13.8","5.0","1.8","1.0",".",".",".",".","0.3","0.3",".","."
"Undergraduates","","1226","3.003","26.4","17.8","22.9","12.7","12.9","4.1","2.1","0.6",".",".",".",".","0.1","0.3","0.1","."
"Special","","42","3.338","47.6","14.3","11.9","7.1","4.8",".","4.8","4.8",".",".",".",".","4.8",".",".","."
"Graduate","","366","3.604","48.4","23.8","15.0","2.5","1.1",".","0.3","7.1",".","0.3",".","1.1",".",".","0.5","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1635","3.143","31.9","19.0","20.9","10.3","10.0","3.1","1.8","2.1",".","0.1",".","0.2","0.2","0.2","0.2","."
