"","999
014","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","3","***","","","","","","","","","","","","","","","","",""
"ED PSYCH
315","Dept. Total","986","3.545","46.6","23.4","14.7","4.5","2.8","0.2","0.7","5.9","0.2",".","",".","0.7","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.250","22.5","36.3","25.0","6.3","8.8",".","1.3",".",".",".","",".",".",".",".",".","."
"Sophomore","","198","3.325","29.3","32.3","24.7","6.1","5.6",".","1.5","0.5",".",".","",".",".",".",".",".","."
"Junior","","147","3.462","40.1","31.3","14.3","10.2","2.7",".","0.7","0.7",".",".","",".",".",".",".",".","."
"Senior","","212","3.559","49.5","27.4","14.2","4.7","1.9","0.9","0.5","0.9",".",".","",".",".",".",".",".","."
"Undergraduates","","637","3.424","37.7","30.9","18.8","6.6","4.1","0.3","0.9","0.6",".",".","",".",".",".",".",".","."
"Special","","34","3.734","64.7","17.6","5.9","2.9","2.9",".",".","2.9",".",".","",".",".","2.9",".",".","."
"Graduate","","314","3.823","62.4","8.9","7.3","0.3","0.3",".","0.3","16.9","0.6",".","",".","2.2","0.6",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","986","3.545","46.6","23.4","14.7","4.5","2.8","0.2","0.7","5.9","0.2",".","",".","0.7","0.3",".",".","."
