"","575
007","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clinical Lab Science Practicum","Course Total","17","3.712","76.5","11.8","5.9","5.9",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Current Issues Seminar","640
001","15","3.900","86.7","6.7","6.7",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
029","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","173","3.243","31.8","12.1","47.4","4.0","4.0","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.125",".","37.5","50.0","12.5",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","11","3.239","9.1","27.3","63.6",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","154","3.248","35.1","9.7","46.1","3.9","4.5","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","173","3.243","31.8","12.1","47.4","4.0","4.0","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","173","3.243","31.8","12.1","47.4","4.0","4.0","0.6","",".","",".","",".",".","",".","",".","",".",".",".","."
