"Material Culture Analysis","512
001","5","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","530
001","10","3.100","10.0","30.0","40.0","10.0","10.0",".",".",".",".",".",".","",".","",".","",".",".","."
"","530
002","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","530
003","4","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in Folklore","Course Total","16","3.375","31.3","31.3","25.0","6.3","6.3",".",".",".",".",".","",".","",".","",".",".",".","."
"Amer Folk&Vernacular Music","535
001","17","3.906","76.5","17.6",".",".",".",".",".","5.9",".",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","699
002","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","310","2.991","22.6","23.2","16.5","12.6","15.2","4.2","1.3","3.2","0.6",".","",".","",".","",".","0.6",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","2.700","16.7","16.7","25.0","8.3","25.0",".","8.3",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","56","2.919","19.6","17.9","16.1","25.0","12.5","5.4",".","1.8","1.8",".","",".","",".","",".",".",".","."
"Junior","","83","2.870","14.5","21.7","19.3","16.9","15.7","4.8","1.2","4.8","1.2",".","",".","",".","",".",".",".","."
"Senior","","147","3.043","25.2","26.5","15.6","6.8","16.3","4.1","1.4","3.4",".",".","",".","",".","",".","0.7",".","."
"Undergraduates","","298","2.957","20.8","23.2","17.1","13.1","15.8","4.4","1.3","3.4","0.7",".","",".","",".","",".","0.3",".","."
"Special","","7","3.833","57.1","28.6",".",".",".",".",".",".",".",".","",".","",".","",".","14.3",".","."
"Graduate","","5","3.900","80.0","20.0",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","310","2.991","22.6","23.2","16.5","12.6","15.2","4.2","1.3","3.2","0.6",".","",".","",".","",".","0.6",".","."
