"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","17","3.824","82.4",".","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","19","3.842","89.5",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Military Leadershp","Course Total","","52","3.865","88.5",".","9.6",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"Marksmanship","150
001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Orienteering","194
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","202
001","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","13","3.346","61.5","15.4",".","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","202
003","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Fundamntls-Military Tactics","Course Total","","29","3.534","65.5","13.8","6.9","3.4","6.9",".","3.4",".",".",".",".",".",".",".",".","."
"Advanced Military Tactics","001
332","","13","3.692","46.2","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Leadship,Mgmt&Legl Oper","442
001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Military History","491
001","","10","3.450","70.0","10.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","128","3.669","71.1","14.1","8.6","0.8","2.3",".","1.6","0.8",".",".",".",".",".","0.8",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","48","3.571","72.9","6.3","10.4",".","6.3",".","2.1",".",".",".",".",".",".","2.1",".","."
"Sophomore","","","40","3.804","77.5","10.0","10.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","15","3.750","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","24","3.598","62.5","25.0","4.2",".",".",".","4.2","4.2",".",".",".",".",".",".",".","."
"Undergraduates","","","127","3.668","70.9","14.2","8.7","0.8","2.4",".","1.6","0.8",".",".",".",".",".","0.8",".","."
"Special","","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","128","3.669","71.1","14.1","8.6","0.8","2.3",".","1.6","0.8",".",".",".",".",".","0.8",".","."
