"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"Undergraduate Thesis","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"693","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","5","***","","","","","","","","","","","","","","","",""
"694","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","61","3.918","95.1","1.6",".",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"694","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","065","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","70","3.929","95.7","1.4",".",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"695","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","024","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","13","3.875","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","060","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","45","3.962","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","007","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","022","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","029","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","034","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","65","3.992","98.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","14","3.962","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Prosmr-Experimental Psych","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Prosmr in Social Psychology","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Proseminar-Clinical Psych","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Prosmr-Developmental Psych","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Proseminar-Biological Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
