"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","9","3.720","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","9","3.932","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","36","3.804","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"711","001","","7","3.500","28.6","28.6","28.6",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"711","003","","7","0.000",".",".",".",".",".",".","28.6","14.3",".",".",".",".","57.1",".",".","."
"Dynamcs& Control-AC Drives","Course Total","","14","2.625","14.3","14.3","14.3",".",".",".","14.3","7.1",".",".",".",".","35.7",".",".","."
"713","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"713","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"713","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Electrmgntc Dsgn-AC Machins","Course Total","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"714","001","","9","3.938","77.8","11.1",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"714","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"714","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"714","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Utilty Appl-Powr Electroncs","Course Total","","13","3.958","84.6","7.7",".",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"734
VLSI Array-Dig Signal Proc","001","","24","3.604","33.3","58.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"736
Wireless Communications","001","","28","3.268","21.4","32.1","28.6","14.3","3.6",".",".",".",".",".",".",".",".",".",".","."
"739
Adv Automation & Robotics","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"743
High-Powr Diode Lasers&Amps","001","","14","3.909","64.3","14.3",".",".",".",".",".","14.3",".",".",".",".",".","7.1",".","."
"744
Microwave Circuits&Devices","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","34","3.485","29.4","44.1","20.6","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"763
Computers in Medicine","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"790","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","025","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"790","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 118 of 392",""
