"ALS","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","138","3.428","44.9","10.1","10.1","2.9","0.7","2.2","0.7","15.9","",".",".","",".","11.6","",".",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.667","22.2","22.2","22.2",".",".","33.3",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","10","3.152","40.0",".","50.0","10.0",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","10","3.583","70.0","10.0","10.0",".","10.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","16","3.571","50.0","18.8","12.5","12.5",".",".",".","6.3","",".",".","",".",".","",".",".",".","."
"Undergraduates","","45","3.278","46.7","13.3","22.2","6.7","2.2","6.7",".","2.2","",".",".","",".",".","",".",".",".","."
"Special","","2","3.500",".","50.0",".",".",".",".",".",".","",".",".","",".",".","",".",".","50.0","."
"Graduate","","91","3.602","45.1","7.7","4.4","1.1",".",".","1.1","23.1","",".",".","",".","17.6","",".",".",".","."
"","Dept. Total","138","3.428","44.9","10.1","10.1","2.9","0.7","2.2","0.7","15.9","",".",".","",".","11.6","",".",".","0.7","."
