"L&S","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES AND CULTURES O Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","",""
"LANGASIA
Dept. Total
910","257","3.606","49.4","15.6","13.2","3.1","1.2","0.8","0.4","11.7","",".",".","",".","0.4","1.9","1.9","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","20","3.542","45.0","15.0","25.0",".","5.0",".",".",".","",".",".","",".",".",".","10.0",".","."
"Sophomore","24","3.210","12.5","33.3","41.7","8.3",".","4.2",".",".","",".",".","",".",".",".",".",".","."
"Junior","26","3.558","46.2","30.8","15.4","3.8","3.8",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","52","3.500","50.0","15.4","15.4","7.7","1.9","1.9",".",".","",".",".","",".",".","1.9","5.8",".","."
"Undergraduates","122","3.456","41.0","22.1","22.1","5.7","2.5","1.6",".",".","",".",".","",".",".","0.8","4.1",".","."
"Special","9","3.600","33.3",".","22.2",".",".",".",".","33.3","",".",".","",".",".",".",".","11.1","."
"Graduate","125","3.829","58.4","10.4","4.0","0.8",".",".","0.8","21.6","",".",".","",".","0.8","3.2",".",".","."
"Prof Yr 3","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","257","3.606","49.4","15.6","13.2","3.1","1.2","0.8","0.4","11.7","",".",".","",".","0.4","1.9","1.9","0.4","."
