"","990
013","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
015","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
018","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Thesis-Research","Course Total","27","",".",".",".",".",".",".",".","92.6",".",".",".","7.4","",".",".",".","."
"CBE
220","Dept. Total","819","3.086","30.3","13.1","17.9","9.2","12.6","2.0","1.5","10.1","0.1","1.0",".","2.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","3.180","37.5","18.8","18.8","6.3","12.5","6.3",".",".",".",".",".",".","",".",".",".","."
"Junior","","170","2.830","19.4","17.1","27.1","11.8","17.6","2.9","4.1",".",".",".",".",".","",".",".",".","."
"Senior","","445","3.061","32.1","15.5","20.9","11.5","15.7","2.2","1.1","0.7",".","0.2",".",".","",".",".",".","."
"Undergraduates","","631","2.998","28.8","16.0","22.5","11.4","16.2","2.5","1.9","0.5",".","0.2",".",".","",".",".",".","."
"Special","","8","3.432","50.0","12.5","12.5","25.0",".",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","181","3.850","34.8","2.8","2.2","0.6","0.6",".",".","44.2","0.6","3.9",".","10.5","",".",".",".","."
"","Dept. Total","820","3.086","30.4","13.0","17.9","9.1","12.6","2.0","1.5","10.1","0.1","1.0",".","2.3","",".",".",".","."
