"","999
019","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
053","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","6","4.000","66.7",".",".",".",".",".",".","16.7","",".",".","",".",".","16.7",".",".","."
"I SY E
490","Dept. Total","977","3.476","44.2","25.6","15.0","2.7","2.8","1.0","1.7","5.3","",".",".","",".","0.6","0.6","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","48","3.041","52.1","8.3","18.8","6.3","6.3","4.2","4.2",".","",".",".","",".",".",".",".",".","."
"Junior","","205","3.179","36.1","23.9","22.0","5.4","3.4","3.4","5.4",".","",".",".","",".",".",".","0.5",".","."
"Senior","","398","3.465","39.2","33.4","19.6","3.0","3.5","0.3","1.0",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","660","3.356","40.0","28.2","20.0","3.9","3.6","1.5","2.6",".","",".",".","",".",".",".","0.2",".","."
"Special","","15","3.614","46.7","20.0","6.7",".","6.7",".",".","20.0","",".",".","",".",".",".",".",".","."
"Graduate","","302","3.786","53.3","20.2","4.6",".","0.7",".",".","16.2","",".",".","",".","2.0","2.0","0.3","0.7","."
"","Dept. Total","977","3.476","44.2","25.6","15.0","2.7","2.8","1.0","1.7","5.3","",".",".","",".","0.6","0.6","0.2","0.2","."
