"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"Introduction to the City","305","001","","17","2.500","11.8","5.9","5.9","23.5","35.3","5.9",".","11.8",".",".",".",".",".",".",".","."
"The Real Estate Process","306","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Regional Develop & Planning","312","001","","9","3.667","33.3","22.2","11.1",".",".",".",".","22.2",".",".",".",".",".","11.1",".","."
"Evolution-American Planning","463","001","","14","2.393","14.3","14.3","28.6","7.1","7.1","14.3","14.3",".",".",".",".",".",".",".",".","."
"Hist Geog-European Urbanztn","506","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Survey Research","544","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","590","001","","10","2.800","10.0","40.0",".","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","590","002","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Contemp Topics-Urb & Reg Pl","","Course Total","","17","3.000","41.2","23.5",".","11.8","11.8","5.9",".",".",".",".",".",".",".",".","5.9","."
"Site Planning","601","001","","18","3.735","55.6","27.8","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Water Res Mgt Pract Pl Smr","718","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Urban Economics","720","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Financial Planning","751","001","","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Planning Thought & Practice","781","001","","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envir & Alt Dispute Resolution","814","001","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Func, Spatial Org&Envr Form","841","001","","7","3.833","71.4",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Housing and Public Policy","844","001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Water Resrce Inst&Policies","865","001","","17","3.676","58.8","17.6","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Planning Workshop","912","001","","16","3.781","81.3",".","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Rsch Review & Criticism","932","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practical Rsch Design&Planning","955","001","","7","3.643","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Trends&Iss-Public Plan","969","002","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","974","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","974","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","974","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Public Affairs","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","10","",".",".",".",".",".",".",".","60.0",".",".",".","40.0",".",".",".","."
"","999","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","3","***","","","","","","","","","","","","","","","",""
