"","999
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","10","4.000","10.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","."
"ENGLISH
350","Dept. Total","4980","3.321","30.6","26.8","21.9","7.1","3.7","1.0","1.4","1.5","0.0","4.0","0.1","1.2","0.3","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","991","3.245","24.1","30.8","26.4","7.8","3.4","1.2","2.1","0.1",".","3.3","0.2",".",".","0.4",".","0.1"
"Sophomore","","1368","3.324","28.7","31.2","24.1","7.7","3.7","0.7","1.0","0.2",".","2.5",".",".",".","0.1","0.1","."
"Junior","","1018","3.272","28.4","28.7","26.6","8.1","4.4","0.9","1.6","0.1",".","1.0",".",".",".","0.1",".","0.2"
"Senior","","1133","3.336","38.4","23.4","19.1","7.8","4.7","1.4","1.7","1.3",".","0.9",".","0.2","0.8","0.4",".","0.1"
"Undergraduates","","4510","3.298","30.0","28.6","23.9","7.8","4.1","1.0","1.6","0.4",".","1.9","0.0","0.0","0.2","0.2","0.0","0.1"
"Special","","86","3.211","11.6","17.4","3.5","1.2","1.2","1.2","2.3","10.5",".","40.7",".",".","2.3","2.3","4.7","1.2"
"Graduate","","382","3.877","40.8","7.9","2.4",".",".",".",".","12.0","0.5","19.9","0.3","15.2","1.0",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","4980","3.321","30.6","26.8","21.9","7.1","3.7","1.0","1.4","1.5","0.0","4.0","0.1","1.2","0.3","0.2","0.1","0.1"
