"AMERICAN INDIAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","","36","3.778","58.3","38.9","2.8",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Second Semester Ojibwe","302
001","","16","3.700","62.5","18.8","6.3",".","6.3",".","",".","6.3",".","",".",".","",".","",".","",".",".","."
"","450
001","","19","3.500","52.6","5.3","26.3","5.3","5.3",".","",".","5.3",".","",".",".","",".","",".","",".",".","."
"","450
002","","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","450
004","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Issues in Amer Ind Studies","Course Total","","28","3.463","50.0","10.7","21.4","7.1","7.1","",".",".","3.6","",".",".","",".","",".","",".",".",".","."
"Rur Minority Grp&Povrty-U S","578
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
002","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
015","","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","",""
"AMER IND
140","Dept. Total","","90","3.574","55.6","22.2","11.1","3.3","3.3","",".","2.2","2.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","3.688","62.5","12.5","25.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","17","3.319","47.1","17.6","5.9","5.9","11.8","",".","5.9","5.9","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.625","56.3","25.0","12.5",".","6.3","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","45","3.608","57.8","24.4","11.1","4.4",".","",".","2.2",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","86","3.565","55.8","22.1","11.6","3.5","3.5","",".","2.3","1.2","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","3.750","33.3","33.3",".",".",".","",".",".","33.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","90","3.574","55.6","22.2","11.1","3.3","3.3","",".","2.2","2.2","",".",".","",".","",".","",".",".",".","."
