"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","85632","3.174","32.0","20.5","21.6","8.6","8.6","2.3","1.5","3.1","0.1","0.6","0.0","0.4","0.2","0.2","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","13169","2.944","21.2","20.2","25.4","12.3","13.3","3.7","2.4","0.1","0.0","1.0","0.0",".","0.0","0.2","0.0","0.1"
"Sophomore","","21463","3.124","28.3","21.9","24.4","10.4","9.9","2.6","1.5","0.3","0.0","0.6","0.0",".","0.1","0.1","0.0","0.0"
"Junior","","18703","3.144","29.9","21.8","24.6","9.1","9.5","2.5","1.6","0.5","0.0","0.1",".",".","0.1","0.2","0.1","0.0"
"Senior","","21601","3.229","35.0","21.2","20.9","7.8","7.7","2.2","1.5","2.6","0.1","0.3",".","0.0","0.2","0.3","0.1","0.1"
"Undergraduates","","74936","3.123","29.4","21.4","23.6","9.7","9.8","2.7","1.7","0.9","0.0","0.5","0.0","0.0","0.1","0.2","0.1","0.1"
"Special","","1180","3.403","39.4","14.1","12.6","4.3","2.9","1.3","1.5","15.8",".","3.3",".",".","0.8","0.9","2.5","0.7"
"Graduate","","9590","3.754","52.2","14.1","6.7","1.0","0.4","0.1","0.2","18.8","0.2","1.5","0.0","3.4","1.1","0.1","0.3","0.0"
"Prof Yr 1","","18","3.547","61.1","11.1","11.1",".","5.6",".",".","5.6",".",".",".",".",".","5.6",".","."
"Prof Yr 2","","25","3.667","48.0","28.0","16.0",".",".",".",".","4.0",".",".",".",".",".",".","4.0","."
"Prof Yr 3","","54","3.574","40.7","29.6","25.9",".",".",".",".","1.9",".",".",".",".",".",".","1.9","."
"Professionals","","97","3.594","46.4","25.8","20.6",".","1.0",".",".","3.1",".",".",".",".",".","1.0","2.1","."
"","College Total","85803","3.174","32.1","20.4","21.6","8.6","8.6","2.3","1.5","3.1","0.1","0.6","0.0","0.4","0.2","0.2","0.1","0.1"
