"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2659","3.261","38.3","16.2","22.0","10.5","9.5","0.8","0.3","1.4","",".",".",".","0.8","",".",".","0.0","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","3","3.714","66.7",".","33.3",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","8","3.333","62.5",".","12.5","12.5","12.5",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","48","3.432","62.5","2.1","16.7","2.1","16.7",".",".",".","",".",".",".",".","",".",".",".","."
"Undergraduates","","60","3.421","61.7","1.7","16.7","3.3","16.7",".",".",".","",".",".",".",".","",".",".",".","."
"Special","","13","3.000","23.1","15.4","30.8","7.7",".","7.7",".","7.7","",".",".",".",".","",".",".","7.7","."
"Graduate","","188","3.821","59.6","5.3","4.3","0.5",".",".",".","18.6","",".",".",".","11.7","",".",".",".","."
"Prof Yr 1","","668","3.051","38.6","18.6","21.3","9.0","9.3","2.4","0.1",".","",".",".",".",".","",".",".",".","0.7"
"Prof Yr 2","","890","3.089","30.0","17.3","25.4","14.2","12.5","0.3","0.3",".","",".",".",".",".","",".",".",".","."
"Prof Yr 3","","663","3.104","30.8","17.9","27.5","12.4","10.6","0.2","0.8",".","",".",".",".",".","",".",".",".","."
"Prof Yr 4","","177","3.819","77.4","11.3","7.3","4.0",".",".",".",".","",".",".",".",".","",".",".",".","."
"Professionals","","2398","3.242","36.1","17.4","23.5","11.5","10.1","0.8","0.4",".","",".",".",".",".","",".",".",".","0.2"
"","College Total","2659","3.261","38.3","16.2","22.0","10.5","9.5","0.8","0.3","1.4","",".",".",".","0.8","",".",".","0.0","0.2"
