"Seminar-Biblical Studies","952
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
011","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
014","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"HEBR ST
440","Dept. Total","218","3.554","48.6","25.2","15.1","4.6","0.5","0.9","1.4","2.8","",".",".","",".","",".","",".","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.577","48.6","24.3","21.6","5.4",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","86","3.689","55.8","27.9","12.8","3.5",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","36","3.411","55.6","16.7","16.7","2.8",".","2.8","5.6",".","",".",".","",".","",".","",".",".",".","."
"Senior","","29","3.314","37.9","24.1","13.8","6.9","3.4","3.4","3.4",".","",".",".","",".","",".","",".","6.9",".","."
"Undergraduates","","188","3.560","51.6","24.5","15.4","4.3","0.5","1.1","1.6",".","",".",".","",".","",".","",".","1.1",".","."
"Special","","5","3.467","40.0","20.0",".","20.0",".",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","25","3.500","28.0","32.0","16.0","4.0",".",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","218","3.554","48.6","25.2","15.1","4.6","0.5","0.9","1.4","2.8","",".",".","",".","",".","",".","0.9",".","."
