"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL MICROBIOL & IMMUN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","",""
"M M & I
620","Dept. Total","365","3.167","36.4","14.0","21.9","6.0","10.7","0.8","1.1","8.5","",".",".","",".","0.3","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","21","2.837","23.8","4.8","23.8","9.5","38.1",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","73","3.131","24.7","19.2","32.9","8.2","11.0","1.4","1.4",".","",".",".","",".",".","",".",".","1.4","."
"Senior","","179","3.088","35.8","16.2","23.5","7.3","12.8","1.1","1.7","1.7","",".",".","",".",".","",".",".",".","."
"Undergraduates","","273","3.082","31.9","16.1","26.0","7.7","14.3","1.1","1.5","1.1","",".",".","",".",".","",".",".","0.4","."
"Special","","9","3.389","22.2","33.3","44.4",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","83","3.793","53.0","4.8","6.0","1.2",".",".",".","33.7","",".",".","",".","1.2","",".",".",".","."
"","Dept. Total","365","3.167","36.4","14.0","21.9","6.0","10.7","0.8","1.1","8.5","",".",".","",".","0.3","",".",".","0.3","."
