"AMN","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","26","3.180","34.6","11.5","23.1","15.4","7.7","3.8",".","3.8",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","19","3.789","73.7","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","202
001","17","3.382","29.4","29.4","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","22","3.886","77.3","22.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory II","476
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab II","576
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","129","3.492","57.4","20.2","11.6","6.2","2.3","0.8",".","0.8",".",".",".",".",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.149","46.4","14.3","17.9","10.7","7.1","3.6",".",".",".",".",".",".",".",".",".","."
"Sophomore","","29","3.527","58.6","24.1","10.3","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Junior","","42","3.583","59.5","23.8","7.1","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","31","3.669","64.5","16.1","12.9",".",".",".",".","3.2",".",".",".",".",".",".","3.2","."
"Undergraduates","","130","3.492","57.7","20.0","11.5","6.2","2.3","0.8",".","0.8",".",".",".",".",".",".","0.8","."
"","Dept. Total","130","3.492","57.7","20.0","11.5","6.2","2.3","0.8",".","0.8",".",".",".",".",".",".","0.8","."
