"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"","990
075","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
078","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","20","",".",".",".",".",".","",".",".","85.0","5.0",".",".","10.0","",".",".",".","."
"POP HLTH
810","Dept. Total","270","3.701","54.8","13.7","11.5","2.2","0.7","",".","0.4","15.6","0.4",".",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".",".","",".",".",".",".",".",".",".","",".",".",".","."
"Junior","","7","3.342","42.9",".","42.9","14.3",".","",".",".",".",".",".",".",".","",".",".",".","."
"Senior","","22","3.354","27.3","13.6","45.5","4.5",".","",".",".","9.1",".",".",".",".","",".",".",".","."
"Undergraduates","","30","3.341","30.0","10.0","46.7","6.7",".","",".",".","6.7",".",".",".",".","",".",".",".","."
"Special","","7","3.700","71.4",".","28.6",".",".","",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","181","3.739","60.2","18.8","6.1","2.2","1.1","",".","0.6","9.4","0.6",".",".","1.1","",".",".",".","."
"Prof Yr 1","","12","3.000",".",".","8.3",".",".","",".",".","91.7",".",".",".",".","",".",".",".","."
"Prof Yr 2","","12","",".",".",".",".",".","",".",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","27","3.889","88.9",".","11.1",".",".","",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","52","3.847","48.1",".","7.7",".",".","",".",".","44.2",".",".",".",".","",".",".",".","."
"","Dept. Total","270","3.701","54.8","13.7","11.5","2.2","0.7","",".","0.4","15.6","0.4",".",".","0.7","",".",".",".","."
