"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11783","3.704","55.2","17.2","8.4","1.7","1.4","0.4","0.6","9.1","0.2","4.0",".","0.8","0.5","0.2","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","707","3.383","44.6","24.6","14.4","3.8","6.2","1.4","1.4","3.0",".",".",".",".","0.3","0.3",".","."
"Sophomore","","1452","3.512","49.5","24.2","13.4","3.1","3.0","0.9","1.1","4.3",".",".",".",".","0.1","0.2","0.1","."
"Junior","","1854","3.629","54.3","23.4","11.5","2.5","1.8","0.5","0.8","3.8","0.1","1.2",".",".","0.1","0.1","0.1","."
"Senior","","4715","3.723","53.8","17.4","8.0","1.6","0.9","0.3","0.5","8.7","0.3","8.2",".",".","0.1","0.1","0.1","0.0"
"Undergraduates","","8728","3.643","52.4","20.4","10.2","2.2","1.9","0.5","0.8","6.5","0.2","4.7",".",".","0.1","0.1","0.1","0.0"
"Special","","519","3.793","58.6","12.5","4.6","0.8","0.2",".","1.2","10.8","0.4","5.6",".","0.2","1.5","1.0","2.5","."
"Graduate","","2482","3.909","64.6","7.3","2.8","0.2","0.1",".","0.2","17.3","0.4","1.2",".","3.8","1.9","0.1","0.1","."
"Prof Yr 1","","10","3.800","30.0","20.0",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","14","3.571","28.6",".","7.1",".","7.1",".",".","57.1",".",".",".",".",".",".",".","."
"Prof Yr 3","","30","3.838","43.3","13.3","10.0",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Professionals","","54","3.796","37.0","11.1","7.4",".","1.9",".",".","42.6",".",".",".",".",".",".",".","."
"","College Total","11783","3.704","55.2","17.2","8.4","1.7","1.4","0.4","0.6","9.1","0.2","4.0",".","0.8","0.5","0.2","0.2","0.0"
