"","999
051","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
055","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
065","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","12","4.000","33.3",".",".",".",".",".",".","66.7","",".",".","",".",".",".",".",".","."
"PHILOS
736","Dept. Total","1914","3.259","30.6","23.6","22.5","8.0","6.3","1.5","1.4","4.5","",".",".","",".","0.2","0.4","0.6","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","186","2.988","17.7","22.0","28.0","14.5","12.4","2.7","1.6",".","",".",".","",".",".",".","1.1",".","."
"Sophomore","","478","3.275","30.8","26.8","23.8","9.6","5.4","2.3","0.6","0.4","",".",".","",".",".",".","0.2",".","."
"Junior","","461","3.262","34.7","21.9","24.1","8.5","5.0","0.9","3.0","0.9","",".",".","",".",".",".","1.1",".","."
"Senior","","642","3.277","29.0","26.2","23.4","6.4","7.5","1.4","0.9","3.9","",".",".","",".",".","0.5","0.5","0.2","0.3"
"Undergraduates","","1767","3.240","29.8","24.8","24.2","8.7","6.8","1.6","1.5","1.8","",".",".","",".",".","0.2","0.6","0.1","0.1"
"Special","","29","3.400","24.1","20.7","6.9",".",".",".","3.4","31.0","",".",".","",".",".",".","3.4","10.3","."
"Graduate","","117","3.885","44.4","6.8","0.9",".","0.9",".",".","40.2","",".",".","",".","2.6","4.3",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1914","3.259","30.6","23.6","22.5","8.0","6.3","1.5","1.4","4.5","",".",".","",".","0.2","0.4","0.6","0.2","0.1"
